CUI1,CUI2
"('Pleomorphic', 'C1514164')","('Chondrosarcoma, Clear Cell', 'C1266167')"
"('Malignant neoplasm of lung', 'C0242379')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('Lobe of cerebellum', 'C2337761')","('Congenital hamartoma', 'C1302749')"
"('Ability', 'C0085732')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Type A', 'C4264487')","('Neoplasms, Unknown Primary', 'C0027667')"
"('Location of Oral Residue Following Swallowing', 'C4284931')","('Non-Hodgkin Lymphoma During Pregnancy', 'C0393068')"
"('Stromal Invasion', 'C1336515')","('Bladder adenocarcinoma stage IV', 'C0855179')"
"('Tests (qualifier value)', 'C0392366')","('Stage II Differentiated Thyroid Gland Carcinoma Under 45 Years AJCC v7', 'C3640142')"
"('Astrocytoma', 'C0004114')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Surgical aspects', 'C0038895')","('Clinical Stage I Cutaneous Melanoma AJCC v8', 'C4527163')"
"('Call (Instruction)', 'C1947967')","('benign mature teratoma of pancreas', 'C2063869')"
"('Abdomen', 'C0000726')","('FIGO Stage IVA Ovarian Cancer', 'C4289311')"
"('Common (qualifier value)', 'C0205214')","('Childhood Lymphoma', 'C1332979')"
"('Spreading (qualifier value)', 'C0332261')","('Childhood Thyroid Gland Follicular Carcinoma', 'C4086176')"
"('Hematopoietic Neoplasms', 'C0376544')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Male population group', 'C0025266')","('Trichilemmocarcinoma', 'C1266009')"
"('Fallopian Tubes', 'C0015560')","('Vaginal Adenoid Cystic Carcinoma', 'C1519912')"
"('Lymphocyte', 'C0024264')","('Gallbladder Adenocarcinoma, Biliary Type', 'C3273113')"
"('Left', 'C0205091')","('Low Grade Squamous Intraepithelial Neoplasia', 'C1302773')"
"('Species', 'C1705920')","('Transitional cell carcinoma, spindle cell', 'C0334271')"
"('Alleles', 'C0002085')","('Adenocarcinoma, intestinal type', 'C0334279')"
"('Abnormal Reference Range', 'C2699333')","('Multiple Skull Base Meningiomas', 'C1334829')"
"('Face (spatial concept)', 'C4284034')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Neoplasm Metastasis', 'C0027627')","('Neonatal leukemia', 'C0235813')"
"('Adult Anaplastic Oligodendroglioma', 'C0280790')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Part of', 'C1292711')","('Refractory Bladder Carcinoma', 'C4725675')"
"('Obese build', 'C0424612')","('Benign Anal Granular Cell Tumor', 'C1332471')"
"('Congenital MeSH qualifier', 'C0009678')","('Chronic Myelomonocytic Leukemia-2', 'C1333044')"
"('Multiple sexual contacts', 'C0558265')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Lung', 'C0024109')","('Unresectable Rhabdomyosarcoma', 'C4726599')"
"('Primary', 'C0205225')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Severe (severity modifier)', 'C0205082')","('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')"
"('Contain (action)', 'C2700400')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('Chemotherapy', 'C3665472')","('Splenic Manifestation of Hairy Cell Leukemia', 'C1336064')"
"('Sunlight', 'C0038817')","('Ovarian Carcinoid Tumor', 'C1335153')"
"('Adenocarcinoma', 'C0001418')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Abnormal Reference Range', 'C2699333')","('Carcinoma ex pleomorphic adenoma of parotid gland', 'C1335356')"
"('Neuroendocrine Tumors', 'C0206754')","('Peripheral primitive neuroectodermal tumor of soft tissue', 'C1112437')"
"('Used by', 'C1273517')","('Locally Advanced Squamous Cell Carcinoma', 'C4727578')"
"('Administration procedure', 'C1533734')","('Pathologic Stage III Cutaneous Melanoma AJCC v8', 'C4527184')"
"('Neoplasm Metastasis', 'C0027627')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Usually', 'C3888388')","('Mucosal Melanoma', 'C3898222')"
"('Fever', 'C0015967')","('Refractory Bladder Carcinoma', 'C4725675')"
"('Diabetes Mellitus, Non-Insulin-Dependent', 'C0011860')","('Carcinomatosis of peritoneal cavity', 'C0346990')"
"('Surrounding (qualifier value)', 'C1282914')","('Testicular cancer metastatic', 'C1096715')"
"('Species', 'C1705920')","('Metastatic Malignant Neoplasm in the Sellar Region', 'C4744378')"
"('Component object', 'C0449432')","('Benign Carotid Body Paraganglioma', 'C2698359')"
"('Hematology+Oncology', 'C1441600')","('Pancreatic Endocrine Carcinoma', 'C1328479')"
"('Milliampere second', 'C3539882')","('Choroid Necrotic Melanoma', 'C1333026')"
"('Cells', 'C0007634')","('Neoplasms, Unknown Primary', 'C0027667')"
"('Junonia', 'C1008385')","('Advanced Lung Carcinoma', 'C4727088')"
"('Specific qualifier value', 'C0205369')","('Localized Askin Tumor', 'C1321778')"
"('American College of Cardiology/American Heart Association Lesion Complexity Score C', 'C3272283')","('Low Grade Squamous Intraepithelial Neoplasia', 'C1302773')"
"('Thymoma', 'C0040100')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Administration procedure', 'C1533734')","(""Kaposi's sarcoma of skin"", 'C0153560')"
"('Neurofibromatosis 1', 'C0027831')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Logical Condition', 'C1705253')","('Stage IV Appendix Neuroendocrine Tumor AJCC v7', 'C2981397')"
"('Aggressive course', 'C0580822')","('Localized Askin Tumor', 'C1321778')"
"('Condition', 'C0348080')","('Malignant neoplasm of subglottis', 'C0153485')"
"('Usual', 'C3538928')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('development aspects', 'C0243107')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('clinical aspects', 'C0683325')","('Uterine Cancer', 'C0153567')"
"('Common (qualifier value)', 'C0205214')","('Ovarian Dermoid Cyst with Squamous Cell Carcinoma', 'C1518710')"
"('Known', 'C0205309')","('FIGO Stage IVA Ovarian Cancer', 'C4289311')"
"('100%', 'C3817553')","('papillary carcinoma of penis', 'C1335322')"
"('Elements', 'C0013879')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Divide', 'C0332849')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Advanced phase', 'C0205179')","('Carcinomatosis of peritoneal cavity', 'C0346990')"
"('glottis', 'C0017681')","('Hodgkin lymphoma, nodular sclerosis, cellular phase', 'C0334627')"
"('Rate', 'C1521828')","('Pancreatic carcinoma, familial', 'C2931038')"
"('Etiology aspects', 'C0015127')","('Stage IIIB Ovarian Cancer AJCC v6 and v7', 'C4721795')"
"('Interferes with', 'C0521102')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('Malignant neoplasm of lung', 'C0242379')","('Atypical Lobular Breast Hyperplasia', 'C1368920')"
"('Acinar Cell Carcinoma', 'C0206685')","('Benign Apocrine Neoplasm', 'C1332473')"
"('Capsule Dosing Unit', 'C1706433')","('Adult Brain Stem Mixed Glioma', 'C1377915')"
"('Cancer Genus', 'C0998265')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Occurrence', 'C2745955')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('63', 'C4319614')","('Stage III Cutaneous Melanoma AJCC v6', 'C0278882')"
"('Followed by', 'C0332283')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Lymphocyte', 'C0024264')","('Grade 1 Clear Cell Renal Cell Carcinoma', 'C1333829')"
"('Main', 'C1542147')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Estrogen (disposition)', 'C4542544')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Occurrence', 'C2745955')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Infection', 'C3714514')","('malignant lymphoma of pancreatic lymph nodes', 'C1335307')"
"('MOSTLY', 'C0750554')","('Cervical Squamous Intraepithelial Neoplasia', 'C1332922')"
"('Usual', 'C3538928')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Possible', 'C0332149')","('Metastatic Kidney Carcinoma', 'C4745248')"
"('Primary malignant neoplasm', 'C1306459')","('Benign neoplasm of thorax', 'C0346440')"
"('Within', 'C0332285')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Death (finding)', 'C1306577')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Age', 'C0001779')","('Thymoma malignant recurrent', 'C0278848')"
"('Type - attribute', 'C0332307')","('Malignant neoplasm of subglottis', 'C0153485')"
"('Times', 'C1632851')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Name (property) (qualifier value)', 'C4522128')","('Precursor B-lymphoblastic lymphoma stage II', 'C0862039')"
"('Medical', 'C0205476')","('Benign Anal Granular Cell Tumor', 'C1332471')"
"('Self', 'C0036588')","('Colorectal cancer, hereditary nonpolyposis, type 1', 'C2936783')"
"('Malaise', 'C0231218')","('Bladder Neuroendocrine Neoplasm', 'C4763835')"
"('Acquired phimosis', 'C0403766')","('Colorectal Mucosa-Associated Lymphoid Tissue Lymphoma', 'C3272830')"
"('Containing (qualifier)', 'C0332256')","('GIANT PIGMENTED HAIRY NEVUS', 'C1842036')"
"('History of previous events', 'C2004062')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Have Weight Loss', 'C4084774')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Bone marrow biopsy', 'C0005954')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Device system', 'C3888058')","('Malignant Neoplasm of Lung - Multiple Primary Sites', 'C4528576')"
"('Code', 'C0805701')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Logical Condition', 'C1705253')","('Spongiotic dermatitis', 'C0262984')"
"('Factor', 'C1521761')","(""Kaposi's sarcoma of skin"", 'C0153560')"
"('Infiltrative Tumor Margin', 'C4527217')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Dilate procedure', 'C1322279')","('Medulloblastoma, WNT-Activated', 'C4331965')"
"('Traumatic injury', 'C3263723')","('Thyroid Hurthle Cell Carcinoma', 'C0749424')"
"('Anorexia', 'C0003123')","('Adenocarcinoma of the prostate metastatic', 'C0862636')"
"('Two', 'C0205448')","('de novo Myelodysplastic Syndrome', 'C0280451')"
"('Tumor grade G3', 'C0475271')","('Benign Ovarian Thecoma', 'C1332529')"
"('Second Suffix', 'C1705190')","('Bladder adenocarcinoma stage IV', 'C0855179')"
"('year', 'C0439234')","('Multiple Endocrine Neoplasia', 'C0027662')"
"('Screening procedure', 'C0220908')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Table Cell Horizontal Align - left', 'C1552822')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Intracranial Hypertension', 'C0151740')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Alcohol consumption', 'C0001948')","('Hodgkin Disease', 'C0019829')"
"('Male population group', 'C0025266')","('gliosarcoma', 'C0206726')"
"('Genitalia', 'C0017420')","('Gallbladder Adenocarcinoma, Biliary Type', 'C3273113')"
"('Family history', 'C0241889')","('Adenocarcinoma of the prostate metastatic', 'C0862636')"
"('Negative Charge', 'C2825491')","('Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm', 'C1706923')"
"('Ectodermal', 'C0521458')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('T-Lymphocytopenia', 'C2931322')","('Locally Advanced Epithelioid Hemangioendothelioma', 'C4687513')"
"('Tetraploidy', 'C0333694')","('Bladder Neuroendocrine Neoplasm', 'C4763835')"
"('Nose', 'C0028429')","('Chondrosarcoma, Clear Cell', 'C1266167')"
"('Feelings', 'C1527305')","('Bladder Neuroendocrine Neoplasm', 'C4763835')"
"('Vomiting, CTCAE', 'C1963281')","('clear cell adenocarcinoma of gallbladder', 'C1708172')"
"('Including (qualifier)', 'C0332257')","('malignant lymphoma of pancreatic lymph nodes', 'C1335307')"
"('Cancer Genus', 'C0998265')","('Stage II Differentiated Thyroid Gland Carcinoma Under 45 Years AJCC v7', 'C3640142')"
"('Including (qualifier)', 'C0332257')","('Locally Advanced Epithelioid Hemangioendothelioma', 'C4687513')"
"('protein body', 'C1325683')","('Hair nevus', 'C0018508')"
"('Occurrence Indicator', 'C4284875')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Retinoic acid syndrome', 'C0860564')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Rate', 'C1521828')","('Cervical Adenomyoma, Endocervical Type', 'C1516405')"
"('Primary malignant neoplasm', 'C1306459')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Dorsal', 'C0205095')","('Airway Hemangioma', 'C1336518')"
"('Chemotherapy', 'C3665472')","('Carcinoma ex pleomorphic adenoma of parotid gland', 'C1335356')"
"('Family history', 'C0241889')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Female Phenotype', 'C1705498')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('Immune System Finding', 'C1291764')","('Clinical Stage I Cutaneous Melanoma AJCC v8', 'C4527163')"
"('Can Do Very Little', 'C3844126')","('Splenic Manifestation of Hairy Cell Leukemia', 'C1336064')"
"('Female Reproductive System', 'C0700038')","('Intraocular Malignant Peripheral Nerve Sheath Tumor', 'C2984902')"
"('CD5L wt Allele', 'C3890193')","('Locally Advanced Squamous Cell Carcinoma', 'C4727578')"
"('Occurrence Indicator', 'C4284875')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Aim (idea)', 'C1947946')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Occurrence', 'C2745955')","('Cystadenocarcinoma, Papillary', 'C0206700')"
"('Range', 'C1514721')","('Cerebral hemangioma', 'C0877388')"
"('Increase', 'C0442805')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Stem cell transplant', 'C1504389')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Weight Loss, CTCAE', 'C2911645')","('Hodgkin lymphoma, nodular sclerosis, cellular phase', 'C0334627')"
"('Retinoic Acid Response Element', 'C1514917')","('Type II Endometrial Adenocarcinoma', 'C1519714')"
"('Persons', 'C0027361')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Skin, Human', 'C4520765')","('Cerebral hemangioma', 'C0877388')"
"('peripheral blood', 'C0229664')","('Mastocytosis', 'C0024899')"
"('Intravascular line', 'C0700221')","('Benign neoplasm of eye, unspecified', 'C0496897')"
"('Initially', 'C0205265')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('XK wt Allele', 'C4552882')","('Cervical Squamous Intraepithelial Neoplasia', 'C1332922')"
"('Following', 'C0332282')","('Locally Advanced Squamous Cell Carcinoma', 'C4727578')"
"('treatment options', 'C0683525')","('Brain Tumor, Primary', 'C0750974')"
"('Geographic Locations', 'C0017446')","('Breast Ductal Adenoma', 'C1511307')"
"('Symptoms', 'C1457887')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Sometimes', 'C1998882')","('malignant lymphoma of pancreatic lymph nodes', 'C1335307')"
"('Related personal status', 'C0445223')","('Breast Ductal Adenoma', 'C1511307')"
"('Array Feature', 'C1706388')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('/40', 'C0439509')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Take', 'C1515187')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Hodgkin Disease', 'C0019829')","('Benign Apocrine Neoplasm', 'C1332473')"
"('Endocrine Gland Neoplasms', 'C0014132')","('Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7', 'C1336401')"
"('Cause of death.underlying', 'C4067746')","('Female Breast Carcinoma', 'C0007104')"
"('Deterioration of status', 'C1279889')","(""Kaposi's sarcoma of skin"", 'C0153560')"
"('Antiretroviral Therapy, Highly Active', 'C0887947')","('Colorectal Mucosa-Associated Lymphoid Tissue Lymphoma', 'C3272830')"
"('Optical filter', 'C0581406')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Trial Screening', 'C1710477')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Definition', 'C1704788')","('Chronic Myelomonocytic Leukemia-2', 'C1333044')"
"('Singular', 'C0205171')","('Transitional cell carcinoma, spindle cell', 'C0334271')"
"('Derivation', 'C1441547')","('Pancreatic carcinoma, familial', 'C2931038')"
"('Occurrence', 'C2745955')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('Body part', 'C0229962')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Location of Oral Residue Following Swallowing', 'C4284931')","('Acute myeloid leukemia with t(9:11)(p22;q23); MLLT3-MLL', 'C2919692')"
"('Diagnosis', 'C0011900')","('Hyperplasia of pituitary gland', 'C3670571')"
"('Adenocarcinoma', 'C0001418')","('Stage III Adult Immunoblastic Lymphoma', 'C0280164')"
"('Fever symptoms (finding)', 'C0424755')","('Spongiotic dermatitis', 'C0262984')"
"('Part Dosing Unit', 'C1709471')","('Mixed parotid tumor', 'C0345604')"
"('Half', 'C2825407')","('Bladder adenocarcinoma stage IV', 'C0855179')"
"('Body part', 'C0229962')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Malignant Neoplasms', 'C0006826')","('Stage III Gastric Neuroendocrine Tumor AJCC v8', 'C4525587')"
"('Group A (qualifier value)', 'C0441835')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Precision - second', 'C1561503')","('BRCA2 Syndrome', 'C1332443')"
"('Referring', 'C0205543')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Adult Hodgkin Lymphoma', 'C0220597')","('Splenic Manifestation of Hairy Cell Leukemia', 'C1336064')"
"('bony process', 'C1184743')","('Localized Ewing Sarcoma', 'C0863029')"
"('Genetic Risk', 'C1517512')","('Stage III Cutaneous Melanoma AJCC v6', 'C0278882')"
"('Have Sweats', 'C4084908')","('Giant cell angiofibroma', 'C1367539')"
"('Number of birth', 'C3172256')","('Granular Cell Leiomyosarcoma', 'C1333871')"
"('Time', 'C0040223')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Generic Role', 'C1705810')","('Childhood Lymphoma', 'C1332979')"
"('Body tissue', 'C0040300')","(""Kaposi's sarcoma of extrahepatic bile duct"", 'C2064435')"
"('Tests (qualifier value)', 'C0392366')","('Testicular cancer metastatic', 'C1096715')"
"('Cancer Genus', 'C0998265')","('Squamous cell carcinoma of lip', 'C0280302')"
"('Risk', 'C0035647')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Property (attribute)', 'C0871161')","('Childhood Central Nervous System Immature Teratoma', 'C1332954')"
"('Due to', 'C0678226')","('Breast Ductal Adenoma', 'C1511307')"
"('Bilateral salpingectomy with oophorectomy', 'C0195495')","('Clinical Stage I Cutaneous Melanoma AJCC v8', 'C4527163')"
"('Chemotherapy', 'C3665472')","('Dermatofibrosarcoma Protuberans with Giant Cell Fibroblastoma-Like Differentiation', 'C1333277')"
"('Lung', 'C0024109')","('Stage II Hepatocellular Carcinoma AJCC v6 and v7', 'C4520991')"
"('Exogenous Factors', 'C1516998')","('Stage IIIB Ovarian Cancer AJCC v6 and v7', 'C4721795')"
"('Red color', 'C1260956')","('Blepharal carcinoma', 'C0920196')"
"('Surgical repair', 'C0374711')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Filters', 'C0180860')","('Astrocytoma of brain', 'C3695127')"
