CUI1,CUI2
"('Certain (qualifier value)', 'C0205423')","('Stage IIIA Colorectal Neuroendocrine Tumor AJCC v8', 'C4525739')"
"('Concept model domain', 'C3541951')","('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')"
"('Ancestry-Informative Marker', 'C3540472')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Short', 'C1806781')","('Angiosarcoma of liver', 'C0345907')"
"('CD44 wt Allele', 'C1707101')","('Stage II Hepatocellular Carcinoma AJCC v8', 'C4528671')"
"('Nausea, CTCAE 3.0', 'C1963179')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Immunotherapy', 'C0021083')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Adverse Event Associated with Vascular', 'C1558950')","('Female Breast Carcinoma', 'C0007104')"
"('Nodule', 'C0028259')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Inguinal region', 'C0018246')","('Sarcomatoid Renal Cell Carcinoma', 'C1266043')"
"('Platelet Glycoprotein 4, human', 'C3887682')","('Placental aromatase deficiency', 'C1960540')"
"('Beginning', 'C0439659')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Name', 'C0027365')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('Interferes with', 'C0521102')","('Lipoma of small intestine', 'C1336001')"
"('Genetic Heterogeneity', 'C0242960')","('Childhood Thyroid Gland Follicular Carcinoma', 'C4086176')"
"('Occurrence', 'C2745955')","('Breast Ductal Adenoma', 'C1511307')"
"('Used by', 'C1273517')","('Stage 0 Penile Cancer AJCC v8', 'C4553780')"
"('Patient Condition Code - Stable', 'C1547311')","('Locally Advanced Soft Tissue Sarcoma', 'C4727772')"
"('Malignant Childhood Neoplasm', 'C0278704')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Forecast of outcome', 'C0033325')","('Localized Ewing Sarcoma', 'C0863029')"
"('Body tissue', 'C0040300')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Cystitis, CTCAE 3', 'C1963088')","('Anaplastic large cell lymphoma, ALK negative', 'C1332078')"
"('Specific qualifier value', 'C0205369')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Classification', 'C0008902')","('Ovarian germ cell choriocarcinoma stage IV', 'C0854944')"
"('Count of entities', 'C0449788')","('Larynx carcinoma recurrent', 'C0863183')"
"('Type A', 'C4264487')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Inflammatory cell', 'C0440752')","('Chronic Myelomonocytic Leukemia-2', 'C1333044')"
"('Biologic Development', 'C0678723')","('Localized Askin Tumor', 'C1321778')"
"('Immune', 'C0439662')","('Malignant neoplasm of thalamus', 'C0346902')"
"('Surgical aspects', 'C0038895')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Vertebrates', 'C0042567')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Clinical Study Follow-up', 'C3274571')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('BRCA2 Syndrome', 'C1332443')"
"('/mm3', 'C1300557')","('Testicular cancer metastatic', 'C1096715')"
"('Chest wall pain', 'C0008035')","('malignant lymphoma of pancreatic lymph nodes', 'C1335307')"
"('Hydranencephaly with Renal Aplasia-Dysplasia', 'C1856053')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Immune', 'C0439662')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Indication', 'C3146298')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('filter information process', 'C1522664')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('Surrounding (qualifier value)', 'C1282914')","('Advanced Uterine Corpus Carcinosarcoma', 'C4764211')"
"('Primary malignant neoplasm', 'C1306459')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Death Related to Adverse Event', 'C1705232')","('Ovarian Carcinoid Tumor', 'C1335153')"
"('Abdominal mass', 'C0000734')","('Airway Hemangioma', 'C1336518')"
"('Retinoic Acid Response Element', 'C1514917')","('Stage IIIA Colorectal Neuroendocrine Tumor AJCC v8', 'C4525739')"
"('Sinus - general anatomical term', 'C1305231')","('Intermediate Grade Salivary Gland Mucoepidermoid Carcinoma', 'C0279742')"
"('Shortness of breath:-:Point in time:^Patient:-', 'C2707305')","('Stage IV Childhood Non-Hodgkin Lymphoma', 'C2986680')"
"('Tumor Mass', 'C3273930')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Main', 'C1542147')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Symptoms aspect', 'C0683368')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Golden retriever', 'C0324430')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Continuance of life', 'C0038952')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Stellate', 'C0205141')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Study Control', 'C4553389')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('floor (object)', 'C0016249')","('Blepharal carcinoma', 'C0920196')"
"('Limited (extensiveness)', 'C0439801')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Hyperplasia', 'C0020507')","('Malignant melanoma of eyelid', 'C0339116')"
"('Pallor', 'C0030232')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Early disease stage', 'C4699609')","('Prostate Lymphoma', 'C1335512')"
"('Type A', 'C4264487')","('BRCA2 Syndrome', 'C1332443')"
"('majority', 'C0680220')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('Escherichia coli', 'C0014834')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Prevention Study', 'C1706420')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Widespread', 'C0205391')","('Spermatocytic seminoma', 'C0334517')"
"('Negation', 'C1518422')","('Angiosarcoma of liver', 'C0345907')"
"('Then', 'C1883708')","('Localized Askin Tumor', 'C1321778')"
"('Offspring', 'C0680063')","('Ovarian germ cell choriocarcinoma stage IV', 'C0854944')"
"('Problems - What subject filter', 'C1546466')","('Benign neoplasm of thorax', 'C0346440')"
"('English Language', 'C0376245')","('Papillary cystic tumor', 'C0334357')"
"('Initially', 'C0205265')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Neoplasm Metastasis', 'C0027627')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Human body', 'C0242821')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Therapeutic radiology procedure', 'C1522449')","('Liver Lymphangioma', 'C3273073')"
"('risk factors', 'C0035648')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Skin Specimen', 'C0444099')","('Germinoma', 'C0206660')"
"('Administration procedure', 'C1533734')","('squamous cell carcinoma of the thyroid gland', 'C1710177')"
"('Blue color', 'C1260957')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('Qualitative form', 'C0348078')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Occurrence', 'C2745955')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Lymphocyte', 'C0024264')","('Cancer of Urinary Tract', 'C0751571')"
"('Males', 'C0086582')","('Localized Ewing Sarcoma', 'C0863029')"
"('Human Cells, Tissues, and Cellular and Tissue-Based Products Processing', 'C4521541')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('Mathematical Operator', 'C1705273')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Cover (physical object)', 'C3888055')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('Occurrence Indicator', 'C4284875')","('Female Breast Carcinoma', 'C0007104')"
"('Dietary Lead', 'C2348269')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Cancer Genus', 'C0998265')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Skin, Human', 'C4520765')","('Thymoma malignant recurrent', 'C0278848')"
"('Infrequent', 'C0521114')","('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')"
"('Including (qualifier)', 'C0332257')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Alcohols', 'C0001975')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Intergroup Rhabdomyosarcoma Clinical Group Extent of Disease', 'C4553144')","('Adrenal Rest Tumor', 'C0001630')"
"('Squamous cell carcinoma - category', 'C1302853')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('Blood Vessel', 'C0005847')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Neoplasms', 'C0027651')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Sweating', 'C0038990')","('Intestinal Neuroendocrine Carcinoma', 'C3272530')"
"('40%', 'C3842587')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Infrequent', 'C0521114')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Scheme', 'C1519193')","('Blepharal carcinoma', 'C0920196')"
"('Thymus <angiosperm>', 'C1015036')","('Undifferentiated Neuroblastoma', 'C1519787')"
"('Ethanol', 'C0001962')","('Contact dermatitis due to alkali', 'C0263266')"
"('Set scale', 'C1442518')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Chemotherapy Regimen', 'C0392920')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Life Threatening or Disabling Adverse Event', 'C3537125')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Negation', 'C1518422')","('Malignant melanoma of eyelid', 'C0339116')"
"('Rate', 'C1521828')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Followed by', 'C0332283')","('Chondrosarcoma, Clear Cell', 'C1266167')"
"('Separate', 'C0443299')","('Cancer of Urinary Tract', 'C0751571')"
"('Observation Interpretation - intermediate', 'C1550465')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Rest', 'C0035253')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Dysplasia', 'C0334044')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Location of Oral Residue Following Swallowing', 'C4284931')","('Female Breast Carcinoma', 'C0007104')"
"('Name', 'C0027365')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Unknown (origin) (qualifier value)', 'C0332240')","('Liver Lymphangioma', 'C3273073')"
"('Carcinoma, Small Cell', 'C0262584')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Overall Publication Type', 'C0282416')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Egg of order Phthiraptera', 'C0562688')","('Non-Metastatic Gestational Trophoblastic Tumor', 'C0280478')"
"('Childhood Lymphoma', 'C1332979')","('Colorectal Neuroendocrine Tumor G2', 'C3272614')"
"('Type A', 'C4264487')","('Female Breast Carcinoma', 'C0007104')"
"('Condyloma', 'C0302180')","('Stage III Adult Immunoblastic Lymphoma', 'C0280164')"
"('Intellectual scale', 'C0349674')","('Adult Lymphocyte-Depleted Classical Hodgkin Lymphoma', 'C0279540')"
"('Primary operation', 'C0439631')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Body site', 'C1545955')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('New', 'C0205314')","('Medulloblastoma, WNT-Activated', 'C4331965')"
"('Radiation', 'C0851346')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Similarity', 'C2348205')","('Metastatic Neoplasm to the Gallbladder', 'C0686112')"
"('combination of objects', 'C1947911')","('Ovarian Carcinoid Tumor', 'C1335153')"
"('Rapid disease progression', 'C1834700')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('Two', 'C0205448')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('Blood Cells', 'C0005773')","('Advanced Uterine Corpus Carcinosarcoma', 'C4764211')"
"('Artificial (qualifier value)', 'C2004457')","('Localized Ewing Sarcoma', 'C0863029')"
"('Fever', 'C0015967')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('year', 'C0439234')","('Airway Hemangioma', 'C1336518')"
"('cell transformation', 'C0040682')","('Locally Advanced Soft Tissue Sarcoma', 'C4727772')"
"('Type A', 'C4264487')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Epithelial Cells', 'C0014597')","('Giant cell angiofibroma', 'C1367539')"
"('Neck', 'C0027530')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Status post', 'C0231290')","('gliosarcoma', 'C0206726')"
"('Result', 'C1274040')","('papillary carcinoma of penis', 'C1335322')"
"('Genitourinary system', 'C0042066')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Abnormally high', 'C1299351')","('Angiosarcoma of liver', 'C0345907')"
"('Publishing', 'C0034037')","('Mucinous cystadenofibroma', 'C1377844')"
"('Include (action)', 'C2700399')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Diagnosis Study', 'C1704656')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Mean Percent of Normal', 'C2347086')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Obese build', 'C0424612')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Usually', 'C3888388')","('Anaplastic large cell lymphoma, ALK negative', 'C1332078')"
"('Broken skin', 'C0150077')","('Refractory Barrett Esophagus', 'C4763736')"
"('spring (season)', 'C0241232')","('Grade 3a Malignant Neoplasm', 'C1333848')"
"('Cell Differentiation process', 'C0007589')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Immune', 'C0439662')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Pediatric Neoplasm', 'C1368871')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Childhood Acute Megakaryoblastic Leukemia', 'C0279650')","('Breast Ductal Adenoma', 'C1511307')"
"('Rare', 'C0522498')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Including (qualifier)', 'C0332257')","('Acute lymphadenitis', 'C0157705')"
"('Blood Vessel', 'C0005847')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Folded structure', 'C0332462')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Decreasing', 'C0442797')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('activate biological process', 'C1515877')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Malignant Neoplasms', 'C0006826')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Chemotherapy', 'C3665472')","('Prostate Lymphoma', 'C1335512')"
"('Late', 'C0205087')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Classification', 'C0008902')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Measured Tumor Identification', 'C3541902')","('Thymoma malignant recurrent', 'C0278848')"
"('To', 'C1883351')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Entity Determiner - specific', 'C1552740')","('Stage III Gastric Neuroendocrine Tumor AJCC v8', 'C4525587')"
"('health and disease', 'C0679215')","('Localized Ewing Sarcoma', 'C0863029')"
"('Most', 'C0205393')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Pesticides', 'C0031253')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Identified', 'C0205396')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Appearance', 'C0700364')","('Advanced Uterine Corpus Carcinosarcoma', 'C4764211')"
"('Aggressive behavior', 'C0001807')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Malignant neoplasm of breast', 'C0006142')","('Low Grade Squamous Intraepithelial Neoplasia', 'C1302773')"
"('Age of Onset', 'C0206132')","('Childhood Central Nervous System Immature Teratoma', 'C1332954')"
"('Adult Hodgkin Lymphoma', 'C0220597')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Patient need for (contextual qualifier)', 'C0686904')","('Neoplasms, Unknown Primary', 'C0027667')"
"('Flow', 'C0806140')","('Prostate Lymphoma', 'C1335512')"
"('Forecast of outcome', 'C0033325')","('Benign Apocrine Neoplasm', 'C1332473')"
"('Include (action)', 'C2700399')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Due to', 'C0678226')","('Collecting Duct Carcinoma of the Kidney', 'C1266044')"
"('Adult human body', 'C4082212')","('Metastatic Lung Small Cell Carcinoma', 'C4744563')"
"('Twice (Numerical Qualifier)', 'C1948050')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('What subject filter - Result', 'C1546471')","('Benign tumor of eyelid', 'C0339107')"
"('Type - attribute', 'C0332307')","('Testicular cancer metastatic', 'C1096715')"
"('Infection', 'C3714514')","('Hodgkin lymphoma, nodular sclerosis, cellular phase', 'C0334627')"
"('Germ Cells', 'C0017471')","('Metastatic Lung Small Cell Carcinoma', 'C4744563')"
"('Surrounding (qualifier value)', 'C1282914')","('Cancer of Urinary Tract', 'C0751571')"
"('Tryptophanase', 'C0041260')","('Localized Ewing Sarcoma', 'C0863029')"
"('United States', 'C0041703')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('World Health Organization', 'C0043237')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Congenital defects', 'C0220810')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('risk factors', 'C0035648')","('Grade 3a Malignant Neoplasm', 'C1333848')"
"('Non-Small Cell Lung Carcinoma', 'C0007131')","('Childhood Lymphoma', 'C1332979')"
"('Sweating', 'C0038990')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('SLC6A2 protein, human', 'C1456447')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Assortment', 'C2346866')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Two', 'C0205448')","('Malignant melanoma of eyelid', 'C0339116')"
"('various antiinfectives and antiseptics for local oral treatment', 'C3540008')","('Stage III Adult Immunoblastic Lymphoma', 'C0280164')"
"('Metastatic Neoplasm', 'C2939420')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('Account number:Identifier:Point in time:^Patient:Nominal', 'C2741673')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Hair follicle structure', 'C0221971')","('Breast Ductal Adenoma', 'C1511307')"
"('Case unit dose', 'C1533148')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Testing', 'C0039593')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Hemangioma', 'C0018916')","('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')"
"('pharmacotherapeutic', 'C0013217')","('Hemangioma, Cavernous, Central Nervous System', 'C0752160')"
"('Groups', 'C0441833')","('Adult Hepatocellular Carcinoma', 'C0279607')"
