CUI1,CUI2
"('Common (qualifier value)', 'C0205214')","('Perivascular epithelioid tumor, malignant', 'C3839062')"
"('Patients', 'C0030705')","('Perivascular epithelioid tumor, malignant', 'C3839062')"
"('Communication Contact', 'C1705415')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Experimental Result', 'C2825142')","('verrucous carcinoma of esophagus', 'C1333470')"
"('Leads (device)', 'C0181586')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Occurrence Indicator', 'C4284875')","('Perivascular epithelioid tumor, malignant', 'C3839062')"
"('Social Role', 'C0035820')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Before values', 'C0740175')","('Lung Small Cell Carcinoma by AJCC v7 Stage', 'C4526735')"
"('Treating', 'C1522326')","('Metastatic Digestive System Neuroendocrine Carcinoma', 'C4744461')"
"('Malignant neoplasm of pancreas', 'C0346647')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Dietary Lead', 'C2348269')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('85', 'C4517892')","('Lung Small Cell Carcinoma by AJCC v7 Stage', 'C4526735')"
"('Pain, CTCAE', 'C4553004')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
"('Similarity', 'C2348205')","('Advanced Small Intestinal Neuroendocrine Carcinoma', 'C4744988')"
"('Abnormal Cell Count', 'C3811057')","('Recurrent Childhood Giant Cell Glioblastoma', 'C3897753')"
"('Age-Years', 'C1510829')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Neoplasms', 'C0027651')","('Borderline Ovarian Clear Cell Adenofibroma with Intraepithelial Carcinoma', 'C1511259')"
"('Occurrence', 'C2745955')","('Childhood Pilocytic Astrocytoma', 'C1332995')"
"('Solid', 'C0205208')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Psyche structure', 'C0229992')","('Glioblastoma with Primitive Neuronal Component', 'C4289034')"
"('granulocyte', 'C0018183')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('Cervix carcinoma', 'C0302592')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Malignant tumor of cervix', 'C0007847')","('Vaginal Warty Carcinoma', 'C1519937')"
"('Worsening pattern', 'C0332271')","('Brain Glioblastoma', 'C0349543')"
"('Biologic Development', 'C0678723')","('Recurrent Merkel Cell Carcinoma', 'C0935808')"
"('Changed status', 'C0443172')","('Secondary Supratentorial Anaplastic Astrocytoma', 'C1332288')"
"('Growth action', 'C2911660')","('Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7', 'C1336231')"
"('Etiology aspects', 'C0015127')","('Childhood Brain Glioblastoma', 'C4554065')"
"('Including (qualifier)', 'C0332257')","('Adult Grade III Lymphomatoid Granulomatosis', 'C1541468')"
"('How Much Distress Nausea', 'C4085222')","('Multifocal Glioblastomas', 'C2985170')"
"('VIP Peptides, human', 'C4521442')","('Pancreatic Vipoma', 'C0011993')"
"('CDISC SDTM Disease Outcome Terminology', 'C3542417')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('+2', 'C0740116')","('Small cell lung cancer extensive stage', 'C0278726')"
"('Dosing Days to Detection', 'C3891454')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Pancreatitis', 'C0030305')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Presentation', 'C0449450')","('insulinoma', 'C0021670')"
"('Diagnosis', 'C0011900')","('Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', 'C1292772')"
"('shared attribute', 'C1522138')","('Advanced Gastric Neuroendocrine Carcinoma', 'C4744984')"
"('Occurrence', 'C2745955')","('Childhood Brain Glioblastoma', 'C4554065')"
"('Liver', 'C0023884')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Infective cystitis', 'C0600041')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('How Often Felt Normal question', 'C4553972')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('GUCY2C protein, human', 'C1451001')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Qualitative form', 'C0348078')","('Recurrent Childhood Anaplastic Oligodendroglioma', 'C3897759')"
"('various other intestinal adsorbents in ATC', 'C3540769')","('Childhood Anaplastic Oligoastrocytoma', 'C3899676')"
"('4+ Answer to question', 'C3838679')","('Platinum-Resistant Lung Small Cell Carcinoma', 'C4764254')"
"('Adult Glioblastoma', 'C0278878')","('Recurrent Glioblastoma', 'C3897752')"
"('List', 'C0745732')","('Macrofollicular Variant Thyroid Gland Papillary Carcinoma', 'C1708851')"
"('Water Specimen', 'C1550678')","('Adenoma, Sweat Gland', 'C0019522')"
"('Often - answer to question', 'C4050225')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('peripheral blood', 'C0229664')","('Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', 'C1292772')"
"('Life Expectancy Less than Twenty Years', 'C4084914')","('Recurrent Childhood Pilocytic Astrocytoma', 'C3897746')"
"('Device system', 'C3888058')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Cancer Registry', 'C0805443')","('Borderline Ovarian Endometrioid Adenofibroma', 'C1511262')"
"('Comedone', 'C0221228')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Ten', 'C0205456')","('Somatostatinoma, malignant', 'C1266015')"
"('Organ', 'C0178784')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Used by', 'C1273517')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Front of neck', 'C0446455')","('Clear Cell Variant Thyroid Gland Papillary Carcinoma', 'C1707410')"
"('Average', 'C1510992')","('gliosarcoma', 'C0206726')"
"('Screening procedure', 'C0220908')","('Borderline Ovarian Serous Adenofibroma', 'C1511266')"
"('Beginning', 'C0439659')","('MGMT-Unmethylated Glioblastoma', 'C4330601')"
"('VARIOUS DRUG CLASSES IN ATC', 'C3540763')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('Divergent Differentiation', 'C3641779')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('status - In progress', 'C1272688')","('Multifocal Glioblastomas', 'C2985170')"
"('2+', 'C3833492')","('Refractory Pancreatic Neuroendocrine Carcinoma', 'C4527255')"
"('Somalia', 'C0037640')","('Vulvar Warty Carcinoma', 'C1520102')"
"('inflammatory', 'C0333348')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Neoplasms', 'C0027651')","('Dedifferentiated Solitary Fibrous Tumor', 'C2699572')"
"('Togo', 'C0040363')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Include (action)', 'C2700399')","('Glioblastoma multiforme of spinal cord', 'C0559185')"
"('Upper', 'C1282910')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Primary malignant neoplasm', 'C1306459')","('Recurrent Childhood Gliosarcoma', 'C3897750')"
"('Entity Determiner - specific', 'C1552740')","('Dedifferentiated Solitary Fibrous Tumor', 'C2699572')"
"('To', 'C1883351')","('Recurrent Childhood Pilocytic Astrocytoma', 'C3897746')"
"('In Blood', 'C0005768')","('Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', 'C1292772')"
"('Molecular Genetics (discipline)', 'C0086345')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Treating', 'C1522326')","('Metastatic Gastric Neuroendocrine Carcinoma', 'C4744983')"
"('Etiology aspects', 'C0015127')","('Recurrent Childhood Giant Cell Glioblastoma', 'C3897753')"
"('Feel Nausea', 'C4552889')","('Mesenchymal Glioblastoma', 'C3829122')"
"('Pediculus humanus capitis (eukaryote)', 'C0411280')","('Macrofollicular Variant Thyroid Gland Papillary Carcinoma', 'C1708851')"
"('Curative - procedure intent', 'C1276305')","('Combined Lung Small Cell Carcinoma and Lung Adenocarcinoma', 'C1332165')"
"('Characteristics', 'C1521970')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('Warts', 'C3665596')","('Vaginal Warty Carcinoma', 'C1519937')"
"('Bothered by Nausea', 'C4085862')","('Mesenchymal Glioblastoma', 'C3829122')"
"('Time', 'C0040223')","('Macrofollicular Variant Thyroid Gland Papillary Carcinoma', 'C1708851')"
"('Firstly', 'C1279901')","('Recurrent Childhood Pilocytic Astrocytoma', 'C3897746')"
"('Including (qualifier)', 'C0332257')","('Warty Carcinoma of the Penis', 'C1337009')"
"('photoreactivating enzyme activity', 'C2257086')","('Stage I Lung Small Cell Carcinoma AJCC v7', 'C1336482')"
"('Can Do Very Little', 'C3844126')","('Stage II Thyroid Gland Papillary Carcinoma Under 55 Years AJCC v8', 'C4683425')"
"('Hematopoietic System', 'C0018957')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('Tissue Specimen Code', 'C1547928')","('Childhood Lung Small Cell Carcinoma', 'C3899641')"
"('depend', 'C0725813')","('Childhood Gliosarcoma', 'C3899658')"
"('Malignant neoplasm of endometrium', 'C0007103')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('Nausea', 'C0027497')","('Mesenchymal Glioblastoma', 'C3829122')"
"('Uncertain - Response', 'C4085655')","('Perivascular epithelioid tumor, malignant', 'C3839062')"
"('Very large', 'C0450093')","('Juvenile Pilocytic Astrocytoma', 'C0280783')"
"('How Much Nausea During This Period', 'C3829611')","('Small cell glioblastoma', 'C1272516')"
"('Name (property) (qualifier value)', 'C4522128')","('verrucous carcinoma of esophagus', 'C1333470')"
"('Nervous system structure', 'C0027763')","('Intermediate Atypical Prostate Carcinoma', 'C4527149')"
"('Neoplasms', 'C0027651')","('Secondary Supratentorial Anaplastic Astrocytoma', 'C1332288')"
"('NCI CTEP SDC Non-Hodgkin Lymphoma Sub-Category Terminology', 'C3539720')","('Adult Grade III Lymphomatoid Granulomatosis', 'C1541468')"
"('Feel Nausea', 'C4552889')","('Brain Stem Glioblastoma', 'C1332610')"
"('Obesity, CTCAE', 'C1963185')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('Squamous cell carcinoma - category', 'C1302853')","('verrucous carcinoma of bladder', 'C1511208')"
"('Type - attribute', 'C0332307')","('Small cell glioblastoma', 'C1272516')"
"('Normal', 'C0205307')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Array Feature', 'C1706388')","('Combined Lung Large Cell Neuroendocrine Carcinoma', 'C1333122')"
"('Carcinoma, Spindle-Cell', 'C0205697')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Nervous system structure', 'C0027763')","('Metastatic Digestive System Neuroendocrine Carcinoma', 'C4744461')"
"('Feel Nausea', 'C4552889')","('Brain Glioblastoma', 'C0349543')"
"('Multiplicative Product', 'C1704444')","('Adenoma, Sweat Gland', 'C0019522')"
"('Including (qualifier)', 'C0332257')","('Secondary Supratentorial Anaplastic Astrocytoma', 'C1332288')"
"('Aspects of signs', 'C0220912')","('Brain Stem Glioblastoma', 'C1332610')"
"('Occurrence Indicator', 'C4284875')","('Advanced Gastric Neuroendocrine Carcinoma', 'C4744984')"
"('Finding relating to tobacco chewing', 'C0700068')","('verrucous carcinoma of vagina', 'C1336944')"
"('Family', 'C0015576')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Infiltration', 'C0332448')","('Recurrent Anaplastic Oligoastrocytoma', 'C3897760')"
"('Qualitative form', 'C0348078')","('Chondroblastic osteosarcoma', 'C0279603')"
"('Stage 0', 'C0441763')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('bony process', 'C1184743')","('Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7', 'C1336231')"
"('Cell Count', 'C0007584')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Smear - instruction imperative', 'C1947932')","('Secondary Supratentorial Anaplastic Astrocytoma', 'C1332288')"
"('respiratory', 'C0521346')","('verrucous carcinoma of bladder', 'C1511208')"
"('Toilet seat', 'C3874054')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Decision', 'C0679006')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('shared attribute', 'C1522138')","('Chondroblastic osteosarcoma', 'C0279603')"
"('Body structure', 'C1268086')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Stem of plant', 'C0242767')","('Macrofollicular Variant Thyroid Gland Papillary Carcinoma', 'C1708851')"
"('Telencephalon', 'C0039452')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Remaining', 'C1527428')","('Carcinosarcoma of ovary', 'C0392998')"
"('Pharyngeal structure', 'C0031354')","('Laryngeal verrucous carcinoma', 'C0280328')"
"('N+ (tumor staging)', 'C0441922')","('Recurrent Anaplastic Oligoastrocytoma', 'C3897760')"
"('Surface of skin', 'C1180212')","('verrucous carcinoma of bladder', 'C1511208')"
"('Cerebrovascular accident', 'C0038454')","('Neural Glioblastoma', 'C3828832')"
"('Neoplasm Metastasis', 'C0027627')","('Recurrent Childhood Giant Cell Glioblastoma', 'C3897753')"
"('White Blood Cell Count procedure', 'C0023508')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('Bone Marrow', 'C0005953')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('Brain part', 'C0445620')","('Childhood Anaplastic Oligoastrocytoma', 'C3899676')"
"('Function (attribute)', 'C0542341')","('Somatostatinoma', 'C0037661')"
"('Telencephalon', 'C0039452')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('Rapid', 'C0456962')","('Small cell glioblastoma', 'C1272516')"
"('Malignant neoplasm of lung', 'C0242379')","('Platinum-Sensitive Lung Small Cell Carcinoma', 'C4764256')"
"('Count Dosing Unit', 'C1705566')","('Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', 'C1292772')"
"('PH BUFFER', 'C0492253')","('Epithelioid glioblastoma', 'C4289580')"
"('Neoadjuvant Therapy Clinical Trial Setting', 'C4086621')","('Small cell carcinoma of lung', 'C0149925')"
"('Togo', 'C0040363')","('Glioblastoma by Gene Expression Profile', 'C3827194')"
"('How Much Distress Vomiting', 'C4084766')","('Recurrent Childhood Gliosarcoma', 'C3897750')"
"('Scientific Control', 'C1882979')","('Glioblastoma with Primitive Neuronal Component', 'C4289034')"
"('Headache, CTCAE', 'C4553197')","('Childhood Gliosarcoma', 'C3899658')"
"('Sharing (Social Behavior)', 'C0237876')","('verrucous carcinoma of bladder', 'C1511208')"
"('Problems - What subject filter', 'C1546466')","('Cystadenofibroma', 'C0334317')"
"('Scientific Publication', 'C1704324')","('Macrofollicular Variant Thyroid Gland Papillary Carcinoma', 'C1708851')"
"('Common (qualifier value)', 'C0205214')","('Duodenal Somatostatin-Producing Neuroendocrine Tumor', 'C1333320')"
"('Beginning', 'C0439659')","('Multifocal Glioblastomas', 'C2985170')"
"('Age at menopause', 'C1629609')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('IPSS Risk Category High', 'C4522209')","('Anaplastic Oligoastrocytoma', 'C0431108')"
"('intent', 'C1283828')","('Platinum-Sensitive Lung Small Cell Carcinoma', 'C4764256')"
"('status - In progress', 'C1272688')","('Secondary Supratentorial Anaplastic Astrocytoma', 'C1332288')"
"('Incidence', 'C0021149')","('Pancreatic Vipoma', 'C0011993')"
"('Togo', 'C0040363')","('Borderline Ovarian Serous Adenofibroma', 'C1511266')"
"('Third revision', 'C0439622')","('Borderline Ovarian Endometrioid Adenofibroma', 'C1511262')"
"('geographic population', 'C0032659')","('Recurrent Merkel Cell Carcinoma', 'C0935808')"
"('Brain', 'C0006104')","('Recurrent Childhood Giant Cell Glioblastoma', 'C3897753')"
"('Sounds device', 'C0175663')","('Laryngeal verrucous carcinoma', 'C0280328')"
"('Vomiting', 'C0042963')","('Childhood Glioblastoma', 'C0280474')"
"('Congenital qualifier', 'C1744681')","('Thyroid Gland Black Follicular Adenoma', 'C4744476')"
"('Negation', 'C1518422')","('Glioblastoma multiforme of spinal cord', 'C0559185')"
"('Recombinant Insulin', 'C1533581')","('Somatostatinoma, malignant', 'C1266015')"
"('Financial Account', 'C2981730')","('Recurrent Childhood Anaplastic Oligoastrocytoma', 'C3897760')"
"('Extrinsic', 'C0205101')","('gliosarcoma', 'C0206726')"
"('Rapid', 'C0456962')","('Classical Glioblastoma', 'C3827253')"
"('Etiology', 'C1314792')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
"('Non-Small Cell Lung Carcinoma', 'C0007131')","('Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7', 'C1336231')"
"('Metastatic malignant neoplasm to brain', 'C0220650')","('Recurrent Childhood Gliosarcoma', 'C3897750')"
"('85', 'C4517892')","('Papillary thyroid carcinoma', 'C0238463')"
"('Neoplasms', 'C0027651')","('Recurrent Anaplastic Oligoastrocytoma', 'C3897760')"
"('bony process', 'C1184743')","('Macrofollicular Variant Thyroid Gland Papillary Carcinoma', 'C1708851')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Intermediate Atypical Prostate Carcinoma', 'C4527149')"
"('Morning', 'C0332170')","('Childhood Glioblastoma', 'C0280474')"
"('Presentation', 'C0449450')","('Somatostatinoma', 'C0037661')"
"('Type - attribute', 'C0332307')","('Stage I Lung Small Cell Carcinoma AJCC v7', 'C1336482')"
"('risk factors - observation list', 'C1553898')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('School Grade', 'C3244287')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('Symptoms', 'C1457887')","('Adult Grade III Lymphomatoid Granulomatosis', 'C1541468')"
"('Image Feature', 'C2346469')","('Childhood Anaplastic Oligoastrocytoma', 'C3899676')"
"('Human body structure', 'C0460148')","('Metastatic Digestive System Neuroendocrine Tumor G1', 'C3891404')"
"('intent', 'C1283828')","('Stage II Lung Small Cell Carcinoma AJCC v7', 'C1336318')"
"('Brain', 'C0006104')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('Often - answer to question', 'C4050225')","('Juvenile Pilocytic Astrocytoma', 'C0280783')"
"('Nausea, CTCAE 5.0', 'C4553767')","('Mesenchymal Glioblastoma', 'C3829122')"
"('Science of Etiology', 'C1524003')","('Childhood Glioblastoma', 'C0280474')"
"('various other nasal preparations in ATC', 'C3540761')","('Thyroid Gland Black Follicular Adenoma', 'C4744476')"
"('Cystoscopy', 'C0010702')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('chance', 'C0237506')","('Vulvar Warty Carcinoma', 'C1520102')"
"('Pancreas', 'C0030274')","('Borderline Ovarian Serous Adenofibroma', 'C1511266')"
"('Brain', 'C0006104')","('Recurrent Childhood Anaplastic Oligodendroglioma', 'C3897759')"
"('Langerhans cell', 'C0023005')","('Histiocytosis, Langerhans-Cell', 'C0019621')"
"('Vaginal', 'C4317111')","('verrucous carcinoma of esophagus', 'C1333470')"
"('favor', 'C0309049')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Including (qualifier)', 'C0332257')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Philadelphia Chromosome', 'C0031526')","('Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', 'C1292772')"
"('A Codes', 'C0919279')","('Macrofollicular Variant Thyroid Gland Papillary Carcinoma', 'C1708851')"
"('Combined', 'C0205195')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('Bone neoplasms', 'C0005967')","('Chondroblastic osteosarcoma', 'C0279603')"
