CUI1,CUI2
"('Dietary Lead', 'C2348269')",Neoplastic Centroblast
"('Sample Median', 'C2348144')",Neoplastic Lymphocyte
"('Hematopoietic system finding', 'C1292123')",Neoplastic Neuroendocrine Cell
"('Biogenic Amines', 'C0005496')",Malignant Neuroendocrine Cell
"('Treatment intent', 'C1292734')",Neoplastic Promonocyte
"('Slow', 'C0439834')",Spindle B Melanoma Cell
"('Glucocorticoids', 'C0017710')",Neoplastic Melanocyte
"('Color change', 'C0475330')",Melanoma Cell
"('Inguinal part of abdomen', 'C0816951')",Hodgkin Cell
"('Stratified squamous epithelium', 'C0836131')",Neoplastic Columnar Epithelial Cell
"('Frequently', 'C0332183')",Malignant Syncytiotrophoblastic Giant Cell
"('Known', 'C0205309')",Eccrine Adenocarcinoma Cell
"('Humoral Immunity', 'C0020967')",Abnormal Lymphocyte cell
"('Tryptophanase', 'C0041260')",Plasmablastic Immunoblast
"('Immune system', 'C0020962')",Malignant Endothelial Cell
"('System - kit', 'C1553451')",Neoplastic Parathyroid Gland Cell
"('Occurrence Indicator', 'C4284875')",Melanoma Cell
"('Common (qualifier value)', 'C0205214')",Malignant Lipocyte
"('Stromal Cells', 'C0162597')",Neoplastic Multinucleated Giant Cell
"('peripheral blood', 'C0229664')",Neoplastic Monoblast
"('Negation', 'C1518422')",Neoplastic Muscle Cell
"('Administration procedure', 'C1533734')",Malignant Skeletal Muscle Cell
"('Bone Marrow', 'C0005953')",Neoplastic Monoblast
"('Bone Development', 'C0005939')",Atypical Chondrocyte
"('Homo sapiens', 'C0086418')",Malignant Small Hyperchromatic Cell
"('Including (qualifier)', 'C0332257')",Epithelioid Endothelial Cell
"('Muscle satellite cell', 'C0599856')",Spider Cell
"('Percent (qualifier value)', 'C0439165')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Young', 'C0332239')",Neoplastic T-Lymphocyte
"('Gland', 'C1285092')",Adenocarcinoma Cell
"('General surgery specialty', 'C1274039')",Lobular Carcinoma Cell
"('Role', 'C3871154')",Malignant Goblet-Like Mucous Cell
"('Subgroup', 'C1515021')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Most', 'C0205393')",Neoplastic Skeletal Muscle Cell
"('35', 'C4319605')",Neoplastic Myeloid Blast
"('Intermediate', 'C0205103')",Neoplastic Eosinophilic Spindle Cell
"('Table Rules - groups', 'C1552839')",Neoplastic Germ Cell
"('More', 'C0205172')",Centrocyte-Like Cell
"('Atypical', 'C0205182')",Atypical Chondrocyte
"('Fatal', 'C1302234')",Neoplastic Myeloid Blast
"('Feature', 'C2348519')",Epithelioid Endothelial Cell
"('factor A', 'C0960756')",Malignant Epithelial Small Cell
"('Mass of body structure', 'C0577559')",Neoplastic Centroblast
"('Preservation Technique', 'C1514402')",Neoplastic Oligodendrocyte
"('Surgical lengthening - action', 'C0441592')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('Tanning of leather', 'C0039295')",Melanoma Cell
"('Code', 'C0805701')",Neoplastic Small Sex Cord-Stromal Cell
"('Indicators', 'C0021212')",Neoplastic Monoblast
"('To', 'C1883351')",Malignant Skeletal Muscle Cell
"('Necrosis', 'C0027540')",Malignant Lipocyte
"('Negation', 'C1518422')",Spider Cell
"('Abnormal cell', 'C0333717')",Neoplastic Histiocytic and Dendritic Cell
"('consider', 'C0750591')",Neoplastic Neuroendocrine Cell
"('Disintegration (morphologic abnormality)', 'C1265875')",Malignant Skeletal Muscle Cell
"('Play', 'C0032214')",Malignant Goblet-Like Mucous Cell
"('Adult Diffuse Large B-Cell Lymphoma', 'C1332201')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Room of building - Study', 'C0557651')",Neoplastic Leydig Cell
"('Myelin', 'C0026969')",Neoplastic Astrocyte
"('Body tissue', 'C0040300')",Malignant Neuroendocrine Cell
"('Pins - Internal fixators', 'C1168556')",Atypical Chondrocyte
"('Imaging Techniques', 'C0079595')",Malignant Syncytiotrophoblastic Giant Cell
"('Case (situation)', 'C0868928')",Malignant Epithelial Cell
"('Well', 'C3146287')",Abnormal Hematopoietic and Lymphoid Cell
"('Metastatic Neoplasm', 'C2939420')",Malignant Lipocyte
"('Have Weight Loss', 'C4084774')",Malignant Mesothelial Cell
"('Malignant neoplasm of gastrointestinal tract', 'C0685938')",Neoplastic Centroblast
"('Feature', 'C2348519')",Neoplastic Fibroblast
"('Lymphoma', 'C0024299')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Case (situation)', 'C0868928')",Hairy cell
"('Reported Term', 'C2826302')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Intellectual scale', 'C0349674')",Spindle B Melanoma Cell
"('lymph nodes', 'C0024204')",Neoplastic Histiocytic and Dendritic Cell
"('Inhibition', 'C3463820')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('Blood Platelets', 'C0005821')",Neoplastic Hematopoietic and Lymphoid Cell
"('Carcinoma, Small Cell', 'C0262584')",Malignant Small Cell
"('Retinoic Acid Response Element', 'C1514917')",Neoplastic Neuroblast
"('Generic Role', 'C1705810')",Neoplastic Oligodendrocyte
"('Personal appearance', 'C0233426')",Malignant Neuroendocrine Small Cell
"('During', 'C0347984')",Spindle B Melanoma Cell
"('Stem of plant', 'C0242767')",Neoplastic Small Sex Cord-Stromal Cell
"('CD44 wt Allele', 'C1707101')",Neoplastic Myeloid Cell
"('Has focus', 'C1285542')",Neoplastic Epithelial Clear Cell
"('Groups', 'C0441833')",Neoplastic Cell
"('Red Blood Cell Count measurement', 'C0014772')",Abnormal Hematopoietic and Lymphoid Cell
"('Loss', 'C1517945')",Lobular Carcinoma Cell
"('Body tissue', 'C0040300')",Malignant Neuroendocrine Large Cell
"('Pediculus humanus capitis (eukaryote)', 'C0411280')",Neoplastic Neuroendocrine Polygonal Cell
"('Body tissue', 'C0040300')",Malignant Thyroid Gland Follicular Cell
"('Malignant Neoplasms', 'C0006826')",Neoplastic Plasma Cell
"('Mass of body structure', 'C0577559')",Neoplastic Epithelial Clear Cell
"('United States', 'C0041703')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Basement', 'C1979853')",Malignant Myoepithelial Cell
"('Blocking', 'C0332206')",Neoplastic Melanocyte
"('Malignant Neoplasms', 'C0006826')",Plasmablastic Immunoblast
"('error', 'C0743559')",Malignant Germ Cell
"('Death (finding)', 'C1306577')",Malignant Syncytiotrophoblastic Giant Cell
"('Pain', 'C0030193')",Hodgkin Cell
"('Tryptophanase', 'C0041260')",Neoplastic Glial Cell
"('Specific antigen', 'C0456981')",Abnormal Lymphocyte cell
"('Tachycardia', 'C0039231')",Malignant Skeletal Muscle Cell
"('Astrocytes', 'C0004112')",Neoplastic Glial Cell
"('Shell (rigid covering)', 'C1948022')",Neoplastic Ganglion Cell
"('Including (qualifier)', 'C0332257')",Malignant Hyperchromatic Epithelial Cell
"('Malignant Neoplasms', 'C0006826')",Malignant Hyperchromatic Epithelial Cell
"('eosinophil', 'C0014467')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('dating', 'C0237553')",Hairy cell
"('Small', 'C0700321')",Type I cell of carotid body
"('Always (frequency)', 'C2003902')",Immature Malignant Mast Cell
"('Area', 'C0205146')",Spindle B Melanoma Cell
"('Class (taxonomic)', 'C1705943')",Abnormal Lymphocyte cell
"('analysis aspect', 'C1524024')",Melanoma Cell
"('Diagnosis Study', 'C1704656')",Abnormal Hematopoietic and Lymphoid Cell
"('Cell Nucleus', 'C0007610')",Malignant Cell with Eosinophilic Cytoplasm
"('Stem cells', 'C0038250')",Hypergranular Promyelocyte
"('2+', 'C3833492')",Neoplastic Small Neuroepithelial Cell
"('To', 'C1883351')",Neoplastic Eccrine Cell
"('Percent Mass per Mass', 'C1709500')",Malignant Osteoblast
"('Appearance of hair', 'C1286247')",Hairy cell
"('International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)', 'C1137110')",Neoplastic Neuroendocrine Polygonal Cell
"('Stratum Basale', 'C0221925')",Neoplastic Smooth Muscle Cell
"('Binding (Molecular Function)', 'C1167622')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('2+ Score, WHO', 'C2981700')",Neoplastic Oligodendrocyte
"('Special', 'C0205555')",Malignant Endothelial Cell
"('Use of', 'C1524063')",Malignant Skeletal Muscle Cell
"('various allergen extracts', 'C3540765')",Plasmablastic Immunoblast
"('Term Birth', 'C0233324')",Neoplastic Connective and Soft Tissue Cell
"('Monocytes', 'C0026473')",Neoplastic Multinucleated Giant Cell
"('Ependymal cell', 'C0228092')",Neoplastic Ependymal Cell
"('Tryptophanase', 'C0041260')",Neoplastic Oligodendrocyte
"('Presence of cells', 'C0427850')",Neoplastic Smooth Muscle Cell
"('Congenital Abnormality', 'C0000768')",Spindle B Melanoma Cell
"('Neoplasms', 'C0027651')",Neoplastic Muscle Cell
"('Skeletal bone', 'C0262950')",Malignant Osteoblast
"('Ectoderm', 'C0013574')",Neoplastic Stellate Cell
"('Urothelium', 'C0227598')",Malignant Transitional Cell
"('Basement', 'C1979853')",Neoplastic Smooth Muscle Cell
"('200', 'C4319558')",Malignant Syncytiotrophoblastic Giant Cell
"('Cell Count', 'C0007584')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Nervous system structure', 'C0027763')",Malignant Neuroendocrine Small Cell
"('Diagnosis Study', 'C1704656')",Malignant Skeletal Muscle Cell
"('Neurons', 'C0027882')",Neoplastic Astrocyte
"('Different', 'C1705242')",Malignant Mesothelial Cell
"('Aspects of signs', 'C0220912')",Spindle B Melanoma Cell
"('Arranged (transportation)', 'C1546854')",Neoplastic Columnar Epithelial Cell
"('Lymphoma', 'C0024299')",Abnormal Hematopoietic and Lymphoid Cell
"('Opportunistic Infections', 'C0029118')",Neoplastic Granulocyte
"('Basis - conceptual entity', 'C1527178')",Neoplastic Multinucleated Giant Cell
"('Unknown GENC', 'C4050014')",Neoplastic Germ Cell
"('Structure of respiratory epithelium', 'C0225385')",Malignant Goblet-Like Mucous Cell
"('First (number)', 'C0205435')",Abnormal Lymphocyte cell
"('Place', 'C0442504')",Spider Cell
"('risk factors - observation list', 'C1553898')",Malignant Cutaneous Basal Cell
"('Malignant Neoplasms', 'C0006826')","Tumor cells, malignant"
"('Call (Instruction)', 'C1947967')",Hodgkin Cell
"('Manufactured form', 'C0376315')",Malignant Squamous Cell
"('SUPPLY, NOT OTHERWISE SPECIFIED', 'C1314650')",Neoplastic Neuroepithelial Cell
"('Frequently', 'C0332183')",Neoplastic Granulosa Cell
"('system output', 'C1709366')",Neoplastic Melanocyte
"('Concept model range (foundation metadata concept)', 'C3542016')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Systemic disease', 'C0442893')",Neoplastic Connective and Soft Tissue Cell
"('Initiate (source type)', 'C1548602')",Abnormal Lymphocyte cell
"('Tryptophanase', 'C0041260')",Malignant Adrenal Cortical Cell
"('Amount type - Percentage', 'C1549488')",Malignant Mesothelial Cell
"('body membrane', 'C0700366')",Centrocyte-Like Cell
"('Operative Surgical Procedures', 'C0543467')",Malignant Syncytiotrophoblastic Giant Cell
"('Decision', 'C0679006')",Secretory Adenocarcinoma Cell
"('Often - answer to question', 'C4050225')",Neoplastic Transitional Cell
"('Removed', 'C0849355')",Spider Cell
"('Columnar', 'C1182672')",Mucin-Producing Malignant Epithelial Cell
"('Ultraviolet Light Sterilization', 'C3640184')",Melanoma Cell
"('Specimen Source Codes - tumor', 'C1578706')",Neoplastic Multinucleated Giant Cell
"('Neuroblastoma', 'C0027819')",Malignant Adrenal Cortical Cell
"('Smoking', 'C0037369')",Neoplastic Myeloid Blast
"('Pancreas', 'C0030274')",Malignant Neuroendocrine Large Cell
"('Classification', 'C0008902')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Gland', 'C1285092')",Neoplastic Parathyroid Gland Cell
"('Cell Device', 'C1704653')",Malignant Primitive Germ Cell
"('Feelings', 'C1527305')",Hodgkin Cell
"('Lymphoid organ structure', 'C0502330')",Abnormal Lymphocyte cell
"('Inguinal region', 'C0018246')",Neoplastic Centroblast
"('National origin', 'C0079946')",Adenocarcinoma Cell
"('Decision', 'C0679006')",Neoplastic Sertoli Cell
"('Central Nervous System', 'C3714787')",Neoplastic Oligodendrocyte
"('Cell Count', 'C0007584')",Neoplastic Cell
"('Cancer Genus', 'C0998265')",Neoplastic Endothelial Cell
"('Leukocytes', 'C0023516')",Neoplastic Hematopoietic and Lymphoid Cell
"('Leukocytes', 'C0023516')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Family (taxonomic)', 'C1704727')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('Publications', 'C0034036')",Neoplastic Small Sex Cord-Stromal Cell
"('Lineage', 'C1881379')",Neoplastic Promonocyte
"('(City) Block', 'C1706084')",Neoplastic Melanocyte
"('Negative Surgical Margin', 'C1709157')",Giant Cells
"('NCI CTEP SDC Small Cell Lung Cancer Sub-Category Terminology', 'C3540630')",Malignant Epithelial Small Cell
"('Affect (mental function)', 'C0001721')",Abnormal Hematopoietic and Lymphoid Cell
"('Protein Glycosylation', 'C0376322')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('Gigantism', 'C0017547')",Neoplastic Osteoblast
"('Tumor Mass', 'C3273930')",Neoplastic Osteoblast
"('Subgroup A Nepoviruses', 'C1079230')",Abnormal Hematopoietic and Lymphoid Cell
"('Natural Killer Cells', 'C0022688')",Neoplastic Neuroendocrine Cell
"('Usually', 'C3888388')",Leukemic Cell
"('Main', 'C1542147')",Eccrine Adenocarcinoma Cell
"('Cancer Genus', 'C0998265')",Malignant Spindle-Shaped to Round Cell
"('Formation', 'C1522492')",Neoplastic Spindle-Shaped Myofibroblast
"('Neoplastic Syndromes, Hereditary', 'C0027672')",Malignant Epithelioid Cell
"('various antiinfectives and antiseptics for local oral treatment', 'C3540008')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Discover', 'C1880355')",Neoplastic Ependymal Cell
"('Cessation of life', 'C0011065')",Malignant Mesothelial Cell
"('Both ovaries', 'C0227898')",Neoplastic Melanocyte
"('Process (qualifier value)', 'C4521054')",Malignant Osteoblast
"('Science of Etiology', 'C1524003')",Malignant Small Hyperchromatic Cell
"('operate <remove>', 'C3244314')",Neoplastic Oligodendrocyte
"('PSA Level Less than Two', 'C4526661')",Neoplastic Ependymal Cell
"('To', 'C1883351')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('Long', 'C0205166')",Spindle A Melanoma Cell
"('To', 'C1883351')",Neoplastic Fibroblast
"('Fasting', 'C0015663')",Neoplastic Spindle-Shaped Myofibroblast
"('Skin Specimen', 'C0444099')",Malignant Epithelial Spindle Cell
"('Reported Term', 'C2826302')",Epithelioid Osteoblast
"('Cessation of life', 'C0011065')",Neoplastic Glial Cell
"('Symptoms', 'C1457887')",Neoplastic Histiocytic and Dendritic Cell
"('Plumbum metallicum, homeopathic preparation', 'C1442948')",Foam Cells
"('Specific qualifier value', 'C0205369')",Hodgkin Cell
"('Before', 'C0332152')",Malignant Osteoblast
"('Oligodendroglia', 'C0028944')",Neoplastic Neuroepithelial Cell
"('Tumor cells, malignant', 'C0334227')",Malignant Rhabdomyoblast
"('T prime', 'C2603360')",Neoplastic Medium-Sized B-Lymphocyte with Basophilic Cytoplasm
"('Categories', 'C0683312')",Malignant Cell with Eosinophilic Cytoplasm
"('Primary', 'C0205225')",Neoplastic Epithelial Cell
"('Percent normal', 'C0439166')",Malignant Skeletal Muscle Cell
"('Granuloma', 'C0018188')",Osteoclast-Like Giant Cell
"('Spinal Cord', 'C0037925')",Neoplastic Oligodendrocyte
"('cytokine', 'C0079189')",Abnormal Lymphocyte cell
"('User Group', 'C1705429')",Neoplastic Squamous Cell
"('Medications', 'C4284232')",Malignant Mesothelial Cell
"('combination of objects', 'C1947911')",Malignant Small Cell
"('Correlation', 'C1707520')",Hemosiderin-laden macrophage
"('Transforming Growth Factors', 'C0040691')",Neoplastic Fibroblast
"('Group A (blood group)', 'C4522145')",Malignant Neuroendocrine Large Cell
"('Therapeutic procedure', 'C0087111')",Malignant Skeletal Muscle Cell
"('Lymphoproliferation', 'C4014164')",Abnormal Hematopoietic and Lymphoid Cell
"('Manufactured form', 'C0376315')",Neoplastic Squamous Cell
"('Changing', 'C0392747')",Eccrine Adenocarcinoma Cell
"('Erythrocytes', 'C0014792')",Neoplastic Hematopoietic and Lymphoid Cell
"('Target Lesion Identification', 'C2986546')",Neoplastic Leydig Cell
"('Histocompatibility Testing', 'C0019633')",Epithelioid Osteoblast
"('Study Site', 'C2825164')",Neoplastic Neuroendocrine Cell
"('NCI CTEP SDC Mesothelioma Sub-Category Terminology', 'C3538785')",Malignant Mesothelial Cell
"('Unknown GENC', 'C4050014')",Neoplastic Cell
"('Therapeutic procedure', 'C0087111')",Malignant Syncytiotrophoblastic Giant Cell
"('Physiologic Ossification', 'C0242416')",Atypical Chondrocyte
"('Adipose tissue', 'C0001527')",Primitive Mesenchymal Cell
"('Vision', 'C0042789')",Malignant Skeletal Muscle Cell
"('melanocyte', 'C0025201')",Nevus cell
"('North America', 'C0028405')",Melanoma Cell
"('Equus asinus', 'C0324145')",Eccrine Adenocarcinoma Cell
"('Peripheral neuron', 'C0682700')",Neoplastic Oligodendrocyte
"('Adenoma', 'C0001430')",Malignant Hyperchromatic Epithelial Cell
"('Etiology aspects', 'C0015127')",Malignant Smooth Muscle Cell
"('Make - Instruction Imperative', 'C1881534')",Malignant Small Hyperchromatic Cell
"('Routine Contract', 'C1705564')",Malignant Skeletal Muscle Cell
"('Adult Lymphoma', 'C1332206')",Hodgkin Cell
"('Participation Type - origin', 'C1550512')",Abnormal Hematopoietic and Lymphoid Cell
"('Respiratory Tract Diseases', 'C0035242')",Malignant Small Hyperchromatic Cell
"('Bone Marrow', 'C0005953')",Neoplastic Histiocytic and Dendritic Cell
"('Completely Able', 'C4319730')",Neoplastic Lipoblast
"('Basal Cell Carcinoma Pathway', 'C2984322')",Malignant Cutaneous Basal Cell
"('Lens, Crystalline', 'C0023317')",Malignant Smooth Muscle Cell
"('Epidermal', 'C0221920')",Neoplastic Columnar Epithelial Cell
"('Systemic disease', 'C0442893')",Neoplastic Spindle-Shaped Myofibroblast
"('66', 'C4517841')",Neoplastic T-Lymphocyte
"('newly', 'C0750546')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Electrodesiccation', 'C0185056')",Malignant Cutaneous Basal Cell
"('Specimen Source Codes - tumor', 'C1578706')",Neoplastic Osteoblast
"('Term (temporal)', 'C1515273')",Centrocyte-Like Cell
"('Mole, unit of measurement', 'C0439189')",Spindle B Melanoma Cell
"('Surrounding (qualifier value)', 'C1282914')",Malignant Thyroid Gland Follicular Cell
"('Blood Cells', 'C0005773')",Neoplastic Monoblast
"('United States Military Commissioned Officer O4', 'C4521762')",Neoplastic Leydig Cell
"('3+ Score, WHO', 'C2981702')",Neoplastic Small Neuroepithelial Cell
"('Tumor cells, uncertain whether benign or malignant', 'C0431085')",Malignant Endocrine Cell
"('Malignant histiocytosis', 'C0019623')",Hairy cell
"('Epithelial Cells', 'C0014597')",Mucin-Producing Malignant Epithelial Cell
"('Serotonin', 'C0036751')",Neoplastic Retinal Ganglion Cell
"('Myeloid Cells', 'C0887899')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Myeloid Cells', 'C0887899')",Neoplastic Hematopoietic and Lymphoid Cell
"('Pancreas', 'C0030274')",Neoplastic Melanocyte
"('respiratory basal cell differentiation', 'C3823104')",Malignant Goblet-Like Mucous Cell
"('Precipitating Factors', 'C0032930')",Atypical Chondrocyte
