CUI1,CUI2,Prediction
Location of Pharyngeal Residue Following Swallowing,Cartilaginous exostosis,0
Due to,Human Papillomavirus-Related Carcinoma,0
RBM12 gene,Giant cell angiofibroma,0
Tired,Hodgkin lymphoma,0
depend,Cartilaginous exostosis,0
One,Secondary malignant neoplasm of lymph node,0
Diagnosis,Anterior Urethral Malignant Neoplasm,1
Histopathological aspects,Adult Alveolar Soft Part Sarcoma,1
Scaling,Acantholytic squamous cell carcinoma,1
Biological Response Modifier Therapy,Acantholytic squamous cell carcinoma,1
Condition:Find:Pt:^Patient:Nom,Uterine Cancer,0
Related personal status,Noninfiltrating Intraductal Carcinoma,0
Pelvic pain female,Endometrial Small Cell Carcinoma,0
Qualitative form,Anterior Urethral Malignant Neoplasm,0
Malignant Neoplasms,mucinous adenocarcinoma of gallbladder,1
Empty (qualifier),Cancer of Urinary Tract,0
Decision,Extracranial Neuroblastoma,0
Immunocompromised Host,Tonsillar Carcinoma,1
Smoking,Refractory Barrett Esophagus,0
{Setting},Benign neoplasm of thorax,0
Presentation,Digestive System Hodgkin Lymphoma,1
Biological Response Modifiers,Bladder squamous cell carcinoma stage I,0
Connection,Childhood Thyroid Gland Follicular Carcinoma,0
various allergen extracts,Placental aromatase deficiency,0
50%,Extracranial Neuroblastoma,0
Class (taxonomic),Metastatic Carcinoma in the Lung,1
peripheral blood,gliosarcoma,0
Prognosis:Find:Pt:^Patient:Nom,Adult Hepatocellular Carcinoma,0
Fever symptoms (finding),Cancer of Urinary Tract,0
High Mitosis-Karyorrhexis Index,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Skin Specimen,Deep Leiomyoma,0
Two,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
Togo,Unresectable Rhabdomyosarcoma,0
Primary operation,Recurrent Uveal Melanoma,1
Known,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Etiology aspects,Recurrent Uveal Melanoma,0
Value Above Reference Range,Tonsillar Carcinoma,0
Beginning,Localized Askin Tumor,1
Pale color,Maxillary Sinus Adenocarcinoma,0
Abnormally high,Tonsillar Carcinoma,1
Therapeutic procedure,Spongiotic dermatitis,0
Lymphatic vessel,Testicular cancer metastatic,0
Fibroid Tumor,Metastatic Neoplasm to the Gallbladder,1
Persons,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
Frequently,gliosarcoma,0
Lead,Recurrent Testicular Lymphoma,0
Manufactured sign,Malignant Neoplasm with Regional Lymph Node Involvement,0
Chemotherapy Regimen,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
Most,Undifferentiated Endocervical Sarcoma,0
Delayed Puberty,Placental aromatase deficiency,0
Structure of germinal center of lymph node,Lymphomatous Adult T-Cell Leukemia/Lymphoma,0
Mass of body region,Anterior Urethral Malignant Neoplasm,1
Subject Risk,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Blue - answer to question,Extracranial Neuroblastoma,0
Fever,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Palate,Giant cell angiofibroma,0
Therapeutic procedure,Diffuse malignant mesothelioma,0
Smear test,Malignant melanoma of eyelid,0
Presence (property),Anterior Urethral Malignant Neoplasm,0
Numerous,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Line Specimen,Recurrent Ph-Like Acute Lymphoblastic Leukemia,0
Embryonic Development,Childhood Central Nervous System Immature Teratoma,1
Frequently,Primary Cutaneous Plasmablastic Lymphoma,0
Skin lesion,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Iodides,Atypical Lobular Breast Hyperplasia,0
Common (qualifier value),Stage I Gastric Neuroendocrine Tumor AJCC v8,0
Diabetes Mellitus,Undifferentiated Endocervical Sarcoma,0
Dust,Blepharal carcinoma,0
Giant Cells,Giant cell angiofibroma,1
Over (spatial),Mucinous adenocarcinoma gastric,1
Anatomic Site,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
gene therapy,Clonal Hematopoiesis of Indeterminate Potential,0
structure,Liver Cavernous Hemangioma,0
Similarity,Stage III Gastric Neuroendocrine Tumor AJCC v8,1
Data operation - complete,Intestinal Metaplasia of Bladder Urothelium,0
Science of Etiology,Choroid Necrotic Melanoma,1
Extension,Noninfiltrating Intraductal Carcinoma,1
Shortness of Breath Visual Analogue Scale,Stage IB Lung Cancer AJCC v7,0
More,Primary Cutaneous Plasmablastic Lymphoma,0
Characteristics,Intestinal Neuroendocrine Carcinoma,0
Version,Malignant Neoplasm of Lung - Multiple Primary Sites,0
Occurrence,Angiosarcoma of liver,0
Grouped (foundation metadata concept),Localized Askin Tumor,1
Series,Collecting Duct Carcinoma of the Kidney,0
Primary malignant neoplasm,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Encode (action),BRCA2 Syndrome,0
Therapeutic radiology procedure,Tonsillar Carcinoma,0
Agreement,Female Breast Carcinoma,0
per second,Malignant Neoplasm of Lung - Multiple Primary Sites,0
Substance,Diffuse malignant mesothelioma,0
W stress,Spongiotic dermatitis,0
Body part,Thymic Clear Cell Carcinoma,0
Cause of Death,Mucinous adenocarcinoma gastric,0
Fluid behavior,Anterior Urethral Malignant Neoplasm,0
Course,Cancer of Urinary Tract,1
Gram per Deciliter,Heavy Chain Deposition Disease,0
>90,Blepharal carcinoma,0
Prevalence aspects,Blepharal carcinoma,1
Further,Malignant Neoplasm of Lung - Multiple Primary Sites,0
Special,Thymic Clear Cell Carcinoma,1
Act Mood - intent,Primary Cutaneous Plasmablastic Lymphoma,0
Geographic state,Tonsillar Carcinoma,0
Feelings,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Iodides,Heavy Chain Deposition Disease,0
>90,Acute Undifferentiated Leukemia,0
Esophagitis,Refractory Barrett Esophagus,0
Abdominal mass,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Colonic Polyps,Familial Adenomatous Polyposis Associated Medulloblastoma,1
artesunate,Blepharal carcinoma,0
Advanced phase,Endometrial Small Cell Carcinoma,1
Hematologic Neoplasms,Clonal Hematopoiesis of Indeterminate Potential,0
Application Context,Atypical Lobular Breast Hyperplasia,0
General surgery specialty,Localized Askin Tumor,0
Malignant Neoplasms,Acute lymphadenitis,0
Subject is Randomized,Female Breast Carcinoma,1
Classification,Female Breast Carcinoma,0
commercial,Diffuse malignant mesothelioma,0
Plant nodule,Airway Hemangioma,1
Biomaterial Treatment,Diffuse malignant mesothelioma,1
Bibliographic Reference,BRCA2 Syndrome,1
Common Specifications in HL7 V3 Publishing,Malignant melanoma of eyelid,0
Hormone Therapy,Undifferentiated Endocervical Sarcoma,0
European race,Malignant melanoma of eyelid,0
Including (qualifier),Mucinous adenocarcinoma gastric,1
Togo,Female Breast Carcinoma,0
Slightly Able,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Tobacco smoking behavior,Bladder squamous cell carcinoma stage I,0
Known,Localized Askin Tumor,1
Manufactured form,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
Most,Acute Undifferentiated Leukemia,1
Biopsy,Bladder squamous cell carcinoma stage I,0
Form of muscle,Uterine Cancer,0
Common Specifications in HL7 V3 Publishing,Clonal Hematopoiesis of Indeterminate Potential,0
High Mitosis-Karyorrhexis Index,Malignant melanoma of eyelid,1
Swelling,Acute lymphadenitis,1
Qualitative form,Hemangioma,0
Line Unit of Length,Acute Undifferentiated Leukemia,1
300,Benign Carotid Body Paraganglioma,1
Decision,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
Fever,Childhood Lymphoma,1
Megakaryoblast Cell Count,Neonatal leukemia,1
Pallor,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
Occur (action),Bladder squamous cell carcinoma stage I,0
Life,Pilocytic astrocytoma of cerebellum,0
Pelvis+,Localized Askin Tumor,0
Cells,Atypical Lobular Breast Hyperplasia,1
Inflammation,Giant cell angiofibroma,1
Degree or extent,Blepharal carcinoma,1
risk factors - observation list,Stage IB Pancreatic Cancer AJCC v8,0
Cancer Genus,Human Papillomavirus-Related Carcinoma,1
Pain,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Malignant Neoplasms,Choroid Necrotic Melanoma,1
Specimen Source Codes - tumor,Adult Hepatocellular Carcinoma,0
95,Colorectal High Grade B-Cell Lymphoma,0
Kidney,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,0
Sequence Data Type,Malignant Neoplasm of Lung - Multiple Primary Sites,0
Left sided,mucinous adenocarcinoma of gallbladder,0
Certain (qualifier value),Carcinoma of urinary bladder,0
Togo,Digestive System Hodgkin Lymphoma,0
Melanocytic nevus,Recurrent Uveal Melanoma,1
Show,Adenocarcinoma,0
Generation (action),Digestive System Hodgkin Lymphoma,1
Mutation Abnormality,Localized Askin Tumor,1
Specific qualifier value,Pancreatic Intraepithelial Neoplasia-3,0
Plant seeds,Extracranial Neuroblastoma,0
Smooth Muscle Tumor,Leiomyoma of Gallbladder,0
More,Benign Apocrine Neoplasm,0
peritoneal,Atypical Mesothelial Hyperplasia,0
Symptoms,Methotrexate-Associated Hodgkin Lymphoma,1
Lesion,Human Papillomavirus-Related Carcinoma,1
Togo,Intestinal Metaplasia of Bladder Urothelium,0
Term Birth,Adult Alveolar Soft Part Sarcoma,1
Menopause present (finding),Endometrial Small Cell Carcinoma,0
Microbial anatomical capsule structure,Thymic Clear Cell Carcinoma,0
Version,Malignant Neoplasm with Regional Lymph Node Involvement,0
high - ActExposureLevelCode,Malignant melanoma of eyelid,0
Viola tricolor,Extracranial Neuroblastoma,0
3+ Answer to Question,Mucinous adenocarcinoma gastric,0
Eccrine Glands,Benign Apocrine Neoplasm,0
week,Airway Hemangioma,0
Iodides,Recurrent Testicular Lymphoma,0
Tract,Larynx carcinoma recurrent,0
Sacrifice,BRCA2 Syndrome,0
Severe (severity modifier),Stage I Adult Non-Hodgkin Lymphoma,1
Fasting Status Indicator,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
Development,Mucinous adenocarcinoma gastric,0
Mesothelioma,Diffuse malignant mesothelioma,0
chance,FIGO Stage II Ovarian Cancer,0
CD5L wt Allele,Acute Undifferentiated Leukemia,1
North America,Extracranial Neuroblastoma,0
Very Much,Cancer of Urinary Tract,0
Thin skin,Blepharal carcinoma,1
include - SetOperator,Uterine Cancer,0
71,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Ability,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,0
Body tissue,Bladder squamous cell carcinoma stage I,0
Diagnosis,Unfavorable Non-Hodgkin Lymphoma,1
include - SetOperator,Stage I Adult Non-Hodgkin Lymphoma,0
Free (available (qualifier)),Breast Ductal Adenoma,1
Smear - instruction imperative,FIGO Stage II Ovarian Cancer,0
List,Rhabdomyosarcoma with ganglionic differentiation,0
PREVENT (product),Malignant melanoma of eyelid,0
Staging:Finding:Point in time:Cancer.To be specified in another part of the message:Narrative,Bladder squamous cell carcinoma stage I,1
Study Element,Testicular cancer metastatic,0
Financial Account,Mucinous adenocarcinoma gastric,0
Appearance Distress Question,Breast Ductal Adenoma,1
AMINO ACIDS/PROTEINS,BRCA2 Syndrome,0
diagnosis aspect,Malignant Testicular Sertoli Cell Tumor,0
treatment - ActInformationManagementReason,Diffuse malignant mesothelioma,0
Human body structure,Testicular cancer metastatic,0
Dermatitis,Contact dermatitis due to alkali,0
Progress,Acute Undifferentiated Leukemia,1
Old,benign mature teratoma of pancreas,1
Malignant Neoplasms,Malignant Neoplasm with Regional Lymph Node Involvement,0
CD69 wt Allele,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
White Blood Cell Count procedure,Acute Undifferentiated Leukemia,1
Identified,Angiosarcoma of liver,0
Entity,Atypical Lobular Breast Hyperplasia,0
Subject is Randomized,Breast Ductal Adenoma,1
Choose (action),Female Breast Carcinoma,0
Data operation - complete,Carcinoma of urinary bladder,0
*Type - Kind of quantity,Lung squamous cell carcinoma stage I,1
10%,Mucinous adenocarcinoma gastric,1
Second edition,Rhabdomyosarcoma with ganglionic differentiation,0
Sometimes,Stage IB Pancreatic Cancer AJCC v8,0
Most,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
Aldosterone,Collecting Duct Carcinoma of the Kidney,0
Basis - conceptual entity,Acantholytic squamous cell carcinoma,1
Coding,Malignant Neoplasm of Lung - Multiple Primary Sites,0
Carcinoma of lung,Testicular cancer metastatic,1
Diagnosis,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Proline,Mastocytosis,0
Fourth (suffix),Familial Hemophagocytic Lymphocytosis,0
Adult,Thymic Clear Cell Carcinoma,0
Disruptive,Malignant Neoplasm of Lung - Multiple Primary Sites,1
Histology aspects,Adult Hepatocellular Carcinoma,1
Subtype (attribute),Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Africa,Carcinoma of urinary bladder,0
Eye lid,Blepharal carcinoma,0
Disease,Angiosarcoma of liver,1
Help document,BRCA2 Syndrome,0
Life Expectancy Less than Ten Years,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Hidrocystoma,Benign Apocrine Neoplasm,0
Complete,Colorectal High Grade B-Cell Lymphoma,0
Experimental Result,Acute Undifferentiated Leukemia,1
Most,Carcinoma of urinary bladder,0
Area,Mucinous adenocarcinoma gastric,0
Common (qualifier value),Acute lymphadenitis,0
*Type - Kind of quantity,GIANT PIGMENTED HAIRY NEVUS,0
1000000,Uterine Cancer,0
Stomach,Anterior Urethral Malignant Neoplasm,0
Abdominal Cavity,mucinous adenocarcinoma of gallbladder,0
Term (temporal),Cartilaginous exostosis,0
A Codes,Malignant Neoplasm of Lung - Multiple Primary Sites,0
Togo,Familial Adenomatous Polyposis Associated Medulloblastoma,0
Beginning,Carcinoma ex pleomorphic adenoma of parotid gland,1
High risk of,Colorectal cancer,1
Solid Dose Form,Anterior Urethral Malignant Neoplasm,1
Case (situation),Papillary cystic tumor,0
Vertebral column,Refractory Glioma,0
Diagnosis Study,Malignant melanoma of eyelid,1
Form:Finding:Point in time:{Setting}:Document:{Role},Hemangioma,0
Detected (finding),Unresectable Rhabdomyosarcoma,1
More,Bladder squamous cell carcinoma stage I,0
Occur (action),Angiosarcoma of liver,0
Bruising,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Common Specifications in HL7 V3 Publishing,Intestinal Neuroendocrine Carcinoma,0
Internal,Diffuse malignant mesothelioma,0
risk factors - observation list,Pancreatic Intraepithelial Neoplasia-3,0
Chromosomes,Familial Adenomatous Polyposis Associated Medulloblastoma,0
United States,Human Papillomavirus-Related Carcinoma,1
Urethral Carcinoma,Urethral Carcinoma,0
World Health Organization,Neonatal leukemia,0
*Type - Kind of quantity,Intermediate Grade Salivary Gland Mucoepidermoid Carcinoma,0
year,Localized Askin Tumor,0
development aspects,Precursor T-lymphoblastic lymphoma/leukemia stage III,0
More,Diffuse malignant mesothelioma,0
Down Syndrome,Acute Undifferentiated Leukemia,1
Object Class,Metastatic Carcinoma in the Lung,0
Diabetes,Pancreatic Intraepithelial Neoplasia-3,0
Synonym (core metadata concept),BRCA2 Syndrome,0
Occur (action),Malignant Testicular Sertoli Cell Tumor,0
Spreading (qualifier value),mucinous adenocarcinoma of gallbladder,0
Type A,Adenocarcinoma,0
To,FIGO Stage II Ovarian Cancer,0
Form:Finding:Point in time:{Setting}:Document:{Role},Airway Hemangioma,0
neck gland,Childhood Thyroid Gland Follicular Carcinoma,0
Secondary Neoplasm,Benign Carotid Body Paraganglioma,0
Occur (action),Granular Cell Leiomyosarcoma,0
Old,Malignant Testicular Sertoli Cell Tumor,1
NCI CTEP SDC Cervical Cancer Sub-Category Terminology,Endometrial Small Cell Carcinoma,0
Mechanism (attribute),Precursor T-lymphoblastic lymphoma/leukemia stage III,0
Base - General Qualifier,Uterine Cancer,1
Night sweats,Unfavorable Non-Hodgkin Lymphoma,0
Death (finding),Malignant Testicular Sertoli Cell Tumor,1
radiotherapeutic,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Therapeutic procedure,Adult Hepatocellular Carcinoma,0
Area,FIGO Stage II Ovarian Cancer,0
classic behavior,Refractory Barrett Esophagus,0
Responsible to,Advanced Uterine Corpus Carcinosarcoma,0
Specimen Source Codes - Lesion,Hemangioma,0
Slight (qualifier value),Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
year,Diffuse malignant mesothelioma,0
Status post,Acantholytic squamous cell carcinoma,1
Body tissue,Stage IB Lung Cancer AJCC v7,0
Consistency,Thymic Clear Cell Carcinoma,1
Esophageal,squamous cell carcinoma of the thyroid gland,0
blood neoplasm,Angiosarcoma of liver,0
Unmarried,Heavy Chain Deposition Disease,0
Categories,Breast Ductal Adenoma,0
VARIOUS DRUG CLASSES IN ATC,Placental aromatase deficiency,0
Characteristics,Colorectal High Grade B-Cell Lymphoma,0
Treating,Localized Askin Tumor,0
Common Specifications in HL7 V3 Publishing,Familial Adenomatous Polyposis Associated Medulloblastoma,0
Series - set of composite instances,Collecting Duct Carcinoma of the Kidney,1
Very Much,Metastatic Neoplasm to the Gallbladder,0
1960s,Pathologic Stage IA Cutaneous Melanoma AJCC v8,0
Negation,Malignant melanoma of eyelid,1
Pharmacotherapy,Intestinal Metaplasia of Bladder Urothelium,0
Usually,Primary Cutaneous Plasmablastic Lymphoma,0
radiotherapeutic,Acantholytic squamous cell carcinoma,1
Process,adenosquamous carcinoma of breast,0
Risk,Adult Hepatocellular Carcinoma,1
Object Relationship,Malignant neoplasm of choroid,0
Similarity,Intestinal Neuroendocrine Carcinoma,1
Borg Category-Ratio 10 Perceived Exertion Score 5,Heavy Chain Deposition Disease,0
Hemangioma,Hemangioma,0
Human body,Granular Cell Leiomyosarcoma,0
Base - General Qualifier,Breast Ductal Adenoma,1
Diabetes Mellitus,Endometrial Small Cell Carcinoma,0
Cell Count,Liver Cavernous Hemangioma,1
Absence (morphologic abnormality),Female Breast Carcinoma,1
radiotherapeutic,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Neoplasm Metastasis,Adult Alveolar Soft Part Sarcoma,1
Hemorrhage,Stage II Carcinoma of Penis,1
Usually,Stage IB Pancreatic Cancer AJCC v8,0
Upper,Human Papillomavirus-Related Carcinoma,0
CDISC SEND Tumor Findings Results Terminology,Malignant neoplasm of thalamus,0
week,Acute Undifferentiated Leukemia,0
Present,adenoid cystic carcinoma of lung,1
Stem of Organ,Rhabdomyosarcoma with ganglionic differentiation,1
Inferior,Childhood Cerebellar Neoplasm,1
Etiology aspects,Undifferentiated Endocervical Sarcoma,1
Variant,Pilocytic astrocytoma of cerebellum,0
How Often Weight Loss,Hodgkin lymphoma,1
Including (qualifier),squamous cell carcinoma of the thyroid gland,1
European race,Extracranial Neuroblastoma,0
How Often Vomiting,Mucinous adenocarcinoma gastric,0
