CUI1,CUI2,Prediction
Mass of body structure,Pancreatic Intraepithelial Neoplasia-3,1
Type - attribute,Carcinoma ex pleomorphic adenoma of parotid gland,1
False Discovery Rate,FIGO Stage II Ovarian Cancer,1
Biogenic Amines,Stage I Gastric Neuroendocrine Tumor AJCC v8,1
low exposure,Human Papillomavirus-Related Carcinoma,1
Cancer Etiology,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
N+ (tumor staging),squamous cell carcinoma of the thyroid gland,1
IPSS Risk Category High,BRCA2 Syndrome,1
Data Transformation,Recurrent Testicular Lymphoma,1
Macrophage Activation Syndrome,benign mature teratoma of pancreas,1
Base Pairing,BRCA2 Syndrome,1
Tryptophanase,Advanced Uterine Corpus Carcinosarcoma,1
Identified,Thymic Clear Cell Carcinoma,1
Retinoic Acid Response Element,Adult Fibrolamellar Carcinoma,1
Patterns,Adult Alveolar Soft Part Sarcoma,1
Dental White Spot,Maxillary Sinus Adenocarcinoma,1
Malignant Neoplasms,Stage II Carcinoma of Penis,1
Significant,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Characteristics,Metastatic Ductal Breast Carcinoma,1
Biological Transport,Grade 1 Clear Cell Renal Cell Carcinoma,1
% live,Extracranial Neuroblastoma,1
Precancerous Conditions,Malignant Neoplasm of Lung - Multiple Primary Sites,1
Equine laminitis,Clonal Hematopoiesis of Indeterminate Potential,1
Vermilion border of lip,Maxillary Sinus Adenocarcinoma,1
Known,Undifferentiated Endocervical Sarcoma,1
Tryptophanase,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Cancer Other,Breast Ductal Adenoma,1
Table Cell Vertical Align - middle,Human Papillomavirus-Related Carcinoma,1
Specialized,Thymic Clear Cell Carcinoma,1
Science of Etiology,Localized Askin Tumor,1
Others - Allergy,FIGO Stage II Ovarian Cancer,1
Life Threatening or Disabling Adverse Event,Breast Ductal Adenoma,1
Congenital meningocele,benign mature teratoma of pancreas,1
newly,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Cancer Registry,Noninfiltrating Intraductal Carcinoma,1
Biomaterial Treatment,Recurrent Uveal Melanoma,1
Five,Localized Askin Tumor,1
Biomaterial Treatment,Localized Askin Tumor,1
Clinical,mucinous adenocarcinoma of gallbladder,1
Poor - grade value,Malignant melanoma of eyelid,1
Approximate,gliosarcoma,1
Itchiness,Recurrent Uveal Melanoma,1
Cancer Genus,squamous cell carcinoma of the thyroid gland,1
Metastatic to,Testicular cancer metastatic,1
Primary malignant neoplasm,Stage II Hepatocellular Carcinoma AJCC v6 and v7,1
Involvement with,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Malignant Neoplasms,Endometrial Small Cell Carcinoma,1
Symptoms aspect,Diffuse malignant mesothelioma,1
Cancer Genus,adenosquamous carcinoma of breast,1
Negative Surgical Margin,Giant cell angiofibroma,1
Cessation of life,Recurrent Uveal Melanoma,1
Unknown,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Blood Platelets,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Tryptophanase,Acantholytic squamous cell carcinoma,1
Characterization,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Slow Growing,Primary Cutaneous Plasmablastic Lymphoma,1
Pedunculated Lesion,Giant cell angiofibroma,1
Poor - qualifier,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Megakaryoblasts,Neonatal leukemia,1
Pediculus humanus capitis (eukaryote),Extracranial Neuroblastoma,1
Mucosa-Associated Lymphoid Tissue Lymphoma,Digestive System Hodgkin Lymphoma,1
thymocyte,Thymic Clear Cell Carcinoma,1
Not Otherwise Specified,Metastatic Ductal Breast Carcinoma,1
Containing (qualifier),Papillary cystic tumor,1
How Often Itching,Mastocytosis,1
Contusions,Acute Undifferentiated Leukemia,1
Experimental Result,Malignant Testicular Sertoli Cell Tumor,1
Affecting,Human Papillomavirus-Related Carcinoma,1
Talpidae,Recurrent Uveal Melanoma,1
Exposure to,Blepharal carcinoma,1
Classical (qualifier value),Leiomyoma of Gallbladder,1
Value Above Reference Range,Malignant melanoma of eyelid,1
Retinoic Acid Response Element,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Child,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Primary malignant neoplasm,Mucinous adenocarcinoma gastric,1
Circumscribe (action),Pilocytic astrocytoma of cerebellum,1
Disease,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Partial,Intestinal Metaplasia of Bladder Urothelium,1
Actinic keratosis,Acantholytic squamous cell carcinoma,1
Qualitative form,Breast Ductal Adenoma,1
Scientific Publication,Intracortical osteosarcoma,1
Treatment Epoch,Adult Hepatocellular Carcinoma,1
Rare,Neonatal leukemia,1
Platelets,Acute Undifferentiated Leukemia,1
Absent,Anterior Urethral Malignant Neoplasm,1
Containing (qualifier),Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Common Specifications in HL7 V3 Publishing,Leiomyoma of Gallbladder,1
Singular,Undifferentiated Endocervical Sarcoma,1
Type - attribute,Stage I Adult Non-Hodgkin Lymphoma,1
Entity Determiner - specific,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Diagnosis Study,Metastatic Ductal Breast Carcinoma,1
High,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Dyspareunia,Undifferentiated Endocervical Sarcoma,1
Hardness,Acantholytic squamous cell carcinoma,1
Tryptophanase,Blepharal carcinoma,1
Complete Trisomy 21 Syndrome,Acute Undifferentiated Leukemia,1
Tired,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Associated with,Unfavorable Non-Hodgkin Lymphoma,1
Appearance,Female Breast Carcinoma,1
Metastasis,Recurrent Uveal Melanoma,1
aggressive cancer,Breast Ductal Adenoma,1
Usually Need Help from Another Person for Arising,Adult Alveolar Soft Part Sarcoma,1
Early,FIGO Stage II Ovarian Cancer,1
Antibody Formation,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Swelling,Localized Askin Tumor,1
shared attribute,Human Papillomavirus-Related Carcinoma,1
Anorexia,FIGO Stage II Ovarian Cancer,1
newly,Endometrial Small Cell Carcinoma,1
Suspected qualifier,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Bladder Continence Question,Carcinoma of urinary bladder,1
Overall Publication Type,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Involvement with,Bladder squamous cell carcinoma stage I,1
Platelets,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
TP53 gene,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Known,Hemangioma,1
Characterization,Acute Undifferentiated Leukemia,1
1+ Score,Metastatic Neoplasm to the Gallbladder,1
Superkingdom (taxonomic category),Intracortical osteosarcoma,1
Overall Publication Type,Testicular cancer metastatic,1
Exposure to,Undifferentiated Endocervical Sarcoma,1
Largest,Thymic Clear Cell Carcinoma,1
Providing presence (regime/therapy),Giant cell angiofibroma,1
Common (qualifier value),Mucinous adenocarcinoma gastric,1
Fever,Methotrexate-Associated Hodgkin Lymphoma,1
Dilated,Endometrial Small Cell Carcinoma,1
Old,Diffuse malignant mesothelioma,1
Metastasis,Tonsillar Carcinoma,1
Characterization,Atypical Lobular Breast Hyperplasia,1
Transurethral Resection,Intestinal Metaplasia of Bladder Urothelium,1
Extrinsic,Unresectable Rhabdomyosarcoma,1
Cancer Biology,Breast Ductal Adenoma,1
Severe (severity modifier),Cartilaginous exostosis,1
Weight decreased,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Frequently,Undifferentiated Endocervical Sarcoma,1
Sleeping Pills,Refractory Barrett Esophagus,1
photoreactivating enzyme activity,Metastatic Carcinoma in the Lung,1
Intermediate,Blepharal carcinoma,1
Lymphoma,Methotrexate-Associated Hodgkin Lymphoma,1
Malignant neoplasm of breast,Female Breast Carcinoma,1
Consortium for Molecular and Cellular Characterization of Screen-Detected Lesions,Lymphomatous Adult T-Cell Leukemia/Lymphoma,1
Fasting Status Indicator,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Science of Etiology,Ichthyosis,1
epithelial,Lung squamous cell carcinoma stage I,1
Blood Circulation,Neonatal leukemia,1
Act Relationship Subset - previous,Acantholytic squamous cell carcinoma,1
Decreasing,Endometrial Small Cell Carcinoma,1
Biopsy,Colorectal High Grade B-Cell Lymphoma,1
Primary malignant neoplasm,Granular Cell Leiomyosarcoma,1
Similarity,Digestive System Hodgkin Lymphoma,1
Bothered by Night Sweats,Unfavorable Non-Hodgkin Lymphoma,1
Type - attribute,Benign Carotid Body Paraganglioma,1
Availability of,Breast Ductal Adenoma,1
CD5L wt Allele,Ichthyosis,1
Base - General Qualifier,Cancer of Urinary Tract,1
Most,adenosquamous carcinoma of breast,1
Goes <invertebrate>,Choroid Necrotic Melanoma,1
atypia morphology,Atypical Lobular Breast Hyperplasia,1
Kind of quantity - Consistency,Acute lymphadenitis,1
Cessation of life,Mucinous adenocarcinoma gastric,1
Adult Lymphoma,Colorectal High Grade B-Cell Lymphoma,1
Favorable,Undifferentiated Endocervical Sarcoma,1
New,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Three,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Have Pain,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Participation Type - origin,Granular Cell Leiomyosarcoma,1
Most,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Increase,Adult Hepatocellular Carcinoma,1
Count of entities,Endometrial Small Cell Carcinoma,1
Nature,Giant cell angiofibroma,1
Science of Etiology,Diffuse malignant mesothelioma,1
Adult Lymphoma,Methotrexate-Associated Hodgkin Lymphoma,1
Tryptophanase,Recurrent Testicular Lymphoma,1
Etiology aspects,Acute Undifferentiated Leukemia,1
Widening,Malignant Neoplasm with Regional Lymph Node Involvement,1
Cachexia,mucinous adenocarcinoma of gallbladder,1
How Often Felt Normal question,Unresectable Rhabdomyosarcoma,1
Etiology,Human Papillomavirus-Related Carcinoma,1
Malignancy,Intermediate Grade Salivary Gland Mucoepidermoid Carcinoma,1
Cutaneous Route of Drug Administration,Deep Leiomyoma,1
Endocrine Cells,Stage III Gastric Neuroendocrine Tumor AJCC v8,1
Life Threatening,Female Breast Carcinoma,1
Abundance,Papillary cystic tumor,1
Present,Mucinous adenocarcinoma gastric,1
Rapid,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Pain Distress Question,Localized Askin Tumor,1
Common (qualifier value),Undifferentiated Endocervical Sarcoma,1
Tumor Mass,Angiosarcoma of liver,1
Africa South of the Sahara,Adult Hepatocellular Carcinoma,1
Skin Pigmentation,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Rare,Leiomyoma of Gallbladder,1
Symptoms aspect,Intestinal Metaplasia of Bladder Urothelium,1
Age of Onset,Malignant Testicular Sertoli Cell Tumor,1
Most,Endometrial Small Cell Carcinoma,1
Cystoscopy,Bladder squamous cell carcinoma stage I,1
Rare,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Poor - grade value,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
1+ Score,Mucinous adenocarcinoma gastric,1
Coughing,Diffuse malignant mesothelioma,1
Peeling of skin,Ichthyoses,1
pharmacotherapeutic,Mucinous adenocarcinoma gastric,1
Histopathology,Adult Alveolar Soft Part Sarcoma,1
Importance Weight,Refractory Barrett Esophagus,1
Rare,Angiosarcoma of liver,1
Risk,Undifferentiated Endocervical Sarcoma,1
Tryptophanase,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Tryptophanase,Diffuse malignant mesothelioma,1
Specialized Stand Alone Plan - Vision,Blepharal carcinoma,1
pharmacotherapeutic,Recurrent Uveal Melanoma,1
Decrease,Undifferentiated Endocervical Sarcoma,1
Histologic type,Colorectal High Grade B-Cell Lymphoma,1
Basis - conceptual entity,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Histologic type,Female Breast Carcinoma,1
Blood Vessel,Hemangioma,1
Destruction (action),Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Itchiness,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Early,Adult Alveolar Soft Part Sarcoma,1
Nuclear pleomorphism,Angiosarcoma of liver,1
Life threatening - Event Consequence,Neonatal leukemia,1
Reporting,Tonsillar Carcinoma,1
Medical,FIGO Stage II Ovarian Cancer,1
Hodgkin Disease,Primary Cutaneous Plasmablastic Lymphoma,1
Mechanism (attribute),Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Infrequent,Urethral Carcinoma,1
Chromosomal deoxyribonucleic acid,Lymphomatous Adult T-Cell Leukemia/Lymphoma,1
Involvement with,Mastocytosis,1
Complication,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Cancer Genus,Adult Hepatocellular Carcinoma,1
% of total,Acantholytic squamous cell carcinoma,1
Segmental Mastectomy,Female Breast Carcinoma,1
Appearance,Adult Alveolar Soft Part Sarcoma,1
Carcinoma,Metastatic Carcinoma in the Lung,1
Tryptophanase,Breast Ductal Adenoma,1
PREVENT (product),Acantholytic squamous cell carcinoma,1
Degree or extent,Testicular cancer metastatic,1
alone - group size,Undifferentiated Endocervical Sarcoma,1
Plasmacytoma - category,Heavy Chain Deposition Disease,1
Risk,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Formation,Metastatic Neoplasm to the Gallbladder,1
Presentation,papillary carcinoma of penis,1
Treating,Metastatic Carcinoma in the Lung,1
And/Or,Maxillary Sinus Adenocarcinoma,1
Prognostic Factors,Breast Ductal Adenoma,1
Ulceration,Acantholytic squamous cell carcinoma,1
Diagnosis,Spongiotic dermatitis,1
Used by,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Smaller,Breast Ductal Adenoma,1
Continuance of life,Extra-Adrenal Paraganglioma,1
Birth defects diagnosis:Find:Pt:^Patient:Nar,Childhood Central Nervous System Immature Teratoma,1
Human papilloma virus infection,Acantholytic squamous cell carcinoma,1
Involvement with,Stage I Adult Non-Hodgkin Lymphoma,1
Fatigue,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Enlarged,Hodgkin lymphoma,1
Weight decreased,Stage I Adult Non-Hodgkin Lymphoma,1
Cryptorchidism,Malignant Testicular Sertoli Cell Tumor,1
Cutaneous Melanoma,Malignant melanoma of eyelid,1
1+ Score,Tonsillar Carcinoma,1
Age,Diffuse malignant mesothelioma,1
Followed by,Bladder squamous cell carcinoma stage I,1
Pediculus (eukaryote),Adult Alveolar Soft Part Sarcoma,1
Abnormal,Recurrent Testicular Lymphoma,1
At risk of infection,Human Papillomavirus-Related Carcinoma,1
Reduced,Endometrial Small Cell Carcinoma,1
Numerous,Digestive System Hodgkin Lymphoma,1
Symptoms,Mucinous adenocarcinoma gastric,1
Suspected diagnosis,Diffuse malignant mesothelioma,1
Basal Cell Carcinoma Pathway,Testicular cancer metastatic,1
Five,Endometrial Small Cell Carcinoma,1
Skin condition (observable entity),Ichthyosis,1
Sufficient,Endometrial Small Cell Carcinoma,1
Pharyngitis,Tonsillar Carcinoma,1
intrathecal chemotherapy,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Collection (action),Digestive System Hodgkin Lymphoma,1
macrophage,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Symptoms aspect,Hodgkin lymphoma,1
Artificial (qualifier value),Unresectable Rhabdomyosarcoma,1
Precipitating Factors,Acute Undifferentiated Leukemia,1
Present,Blepharal carcinoma,1
Diagnosis Study,Diffuse malignant mesothelioma,1
Childhood Non-Hodgkin Lymphoma,Lymphomatous Adult T-Cell Leukemia/Lymphoma,1
Necrosis,Angiosarcoma of liver,1
Primary malignant neoplasm,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Loss of Appetite question,FIGO Stage II Ovarian Cancer,1
Blood Cells,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Specific qualifier value,Noninfiltrating Intraductal Carcinoma,1
Common (qualifier value),Familial Adenomatous Polyposis Associated Medulloblastoma,1
Cystic,Pilocytic astrocytoma of cerebellum,1
Term (lexical),Adult Alveolar Soft Part Sarcoma,1
Presence (property),Giant cell angiofibroma,1
Subtype (attribute),Lymphomatous Adult T-Cell Leukemia/Lymphoma,1
Adenoma,Benign Apocrine Neoplasm,1
Squamous Epithelial Cells,squamous cell carcinoma of the thyroid gland,1
Severe (severity modifier),Childhood Lymphoma,1
Testing,Benign Carotid Body Paraganglioma,1
Known,Malignant melanoma of eyelid,1
Beginning,Thymic Clear Cell Carcinoma,1
New bone formation (morphologic abnormality),Cartilaginous exostosis,1
Extrinsic,Stage II Hepatocellular Carcinoma AJCC v6 and v7,1
Neoplastic Cell Transformation,Testicular cancer metastatic,1
Primary malignant neoplasm,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Present,Giant cell angiofibroma,1
Neoplastic Glandular Cell,Carcinoma ex pleomorphic adenoma of parotid gland,1
Malignant Female Reproductive System Neoplasm,Endometrial Small Cell Carcinoma,1
Obesity,Stage IB Pancreatic Cancer AJCC v8,1
Malignant - descriptor,Carcinoma ex pleomorphic adenoma of parotid gland,1
survive,Blepharal carcinoma,1
Sometimes,Endometrial Small Cell Carcinoma,1
Skin lesion,Recurrent Uveal Melanoma,1
Intercellular Junctions,Liver Cavernous Hemangioma,1
Pediculus (eukaryote),Intracortical osteosarcoma,1
1+,Metastatic Neoplasm to the Gallbladder,1
Cancer Genus,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Tumor Mass,Adult Hepatocellular Carcinoma,1
Exposure to,Bladder squamous cell carcinoma stage I,1
Base - General Qualifier,Female Breast Carcinoma,1
Sunscreening Agents,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Lesion,Cartilaginous exostosis,1
Surrounding (qualifier value),Childhood Thyroid Gland Follicular Carcinoma,1
Warts,Human Papillomavirus-Related Carcinoma,1
Characterization,Atypical Mesothelial Hyperplasia,1
Minor (value),Intermediate Grade Salivary Gland Mucoepidermoid Carcinoma,1
Immunocompromised Host,Primary Cutaneous Plasmablastic Lymphoma,1
Elements,Carcinoma ex pleomorphic adenoma of parotid gland,1
Cervical lymph node group,Stage I Adult Non-Hodgkin Lymphoma,1
Irritation - emotion,Giant cell angiofibroma,1
Bone Pain,Acute Undifferentiated Leukemia,1
Numerous,Unfavorable Non-Hodgkin Lymphoma,1
radiotherapeutic,Undifferentiated Endocervical Sarcoma,1
Firstly,Acute Undifferentiated Leukemia,1
Consistency,Childhood Thyroid Gland Follicular Carcinoma,1
National origin,Granular Cell Leiomyosarcoma,1
Hyperestrogenism,Endometrial Small Cell Carcinoma,1
Mechanism (attribute),Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Clinical Effectiveness,Breast Ductal Adenoma,1
Malignant Neoplasms,Leiomyoma of Gallbladder,1
Firstly,Adult Alveolar Soft Part Sarcoma,1
Biological Response Modifiers,Unresectable Rhabdomyosarcoma,1
Agent,Tonsillar Carcinoma,1
include - SetOperator,Noninfiltrating Intraductal Carcinoma,1
Rare,Pancreatic Intraepithelial Neoplasia-3,1
Biomaterial Treatment,FIGO Stage II Ovarian Cancer,1
Continuance of life,Mucinous adenocarcinoma gastric,1
Death Adverse Event Not Associated with More Specific CTCAE Term NOS,Acute Undifferentiated Leukemia,1
Somatic mutation,Clonal Hematopoiesis of Indeterminate Potential,1
Excision,Lung squamous cell carcinoma stage I,1
65+,Malignant melanoma of eyelid,1
